financial_year,financial_year_start,country_id,quantity_tonnes,quantity_unit,source_country_name,source_country_normalized_name,country_code,source_product_code,source_product_description,product_id,source_quantity_unit,source_trade_value_source_units,source_dataset,source_row_number,country_mapping_status,validation_status
2016-17,2016,country-63c8807c2fd92b19aaf7,286253.0,tonnes,Netherland,Netherlands,13275,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,61.972626,supplier_crude_imports_2014_2017.csv,116,MAPPED,VALID
2016-17,2016,country-d83d0388b282d66a754e,268670.0,tonnes,Korea Rp,South Korea,10217,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,100.694869,supplier_crude_imports_2014_2017.csv,117,MAPPED,VALID
2016-17,2016,country-c91bd9c288c0a7c5ca1b,264028.0,tonnes,Colombia,Colombia,6083,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,110.61793,supplier_crude_imports_2014_2017.csv,118,MAPPED,VALID
2016-17,2016,country-92150179d1b63ac8803c,194889.0,tonnes,Kyrghyzstan,Kyrghyzstan,15216,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,82.018022,supplier_crude_imports_2014_2017.csv,119,MAPPED,VALID
2016-17,2016,country-eb2230485d2da72ff135,178146.0,tonnes,Sudan,Sudan,4381,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,67.42002,supplier_crude_imports_2014_2017.csv,120,MAPPED,VALID
2016-17,2016,country-3f7351456856a4eecf6c,144413.0,tonnes,Guinea,Guinea,3167,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,47.488409,supplier_crude_imports_2014_2017.csv,121,MAPPED,VALID
2016-17,2016,country-67e218f2bddbbf8b1da1,92980.0,tonnes,Gabon,Gabon,2141,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,30.065687,supplier_crude_imports_2014_2017.csv,122,MAPPED,VALID
2016-17,2016,country-c585f1decb986f7ff19b,81935.0,tonnes,Australia,Australia,10017,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,23.625478,supplier_crude_imports_2014_2017.csv,123,MAPPED,VALID
2016-17,2016,country-a9e09665ee384ef81af3,80788.0,tonnes,Cote D' Ivoire,Cote D' Ivoire,2199,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,25.424082,supplier_crude_imports_2014_2017.csv,124,MAPPED,VALID
2016-17,2016,country-7f48a600768b114b5c99,75704.0,tonnes,Congo P Rep,Republic of the Congo,2087,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,21.840901,supplier_crude_imports_2014_2017.csv,125,MAPPED,VALID
2016-17,2016,country-4839625482ad85764b6c,28938.0,tonnes,Greece,Greece,13155,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,9.151248,supplier_crude_imports_2014_2017.csv,126,MAPPED,VALID
2016-17,2016,country-b2c01c8a8a0d9a99f145,9.0,tonnes,Germany,Germany,13147,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,0.047896,supplier_crude_imports_2014_2017.csv,127,MAPPED,VALID
2016-17,2016,country-51e2a46721d104d9148d,3.0,tonnes,Singapore,Singapore,10359,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,0.002429,supplier_crude_imports_2014_2017.csv,128,MAPPED,VALID
2016-17,2016,country-77173ace11f118f4cfaa,1.0,tonnes,Israel,Israel,12195,S5,Petroleum: Crude,product-fe52ad63a114c5ebc1b8,Ton,0.00488,supplier_crude_imports_2014_2017.csv,129,MAPPED,VALID
