global_oil_snapshot_id,country_id,canonical_country_name,source_country_name,source_rank,rank,source_proven_reserves_barrels,proven_reserves_barrels,source_production_barrels_per_day,production_barrels_per_day,source_consumption_barrels_per_day,consumption_barrels_per_day,source_exports_barrels_per_day,exports_barrels_per_day,source_imports_barrels_per_day,imports_barrels_per_day,as_of_date,source_dataset,source_row_number,missing_metric_count,validation_status
global-oil-f26153d0e9d9d88004eb,country-95cdad8bfb9652ac584a,Sri Lanka,Sri Lanka,114,114,0,0,0.0,0,89620.0,89620.0,0.0,0,36380.0,36380.0,,global_oil_country.csv,115,0,VALID
global-oil-0a150e460f4fe63ed00e,country-fd26a087ca744eed8cc4,Cayman Islands,Cayman Islands,115,115,0,0,0.0,0,3141.0,3141.0,0.0,0,0.0,0,,global_oil_country.csv,116,0,VALID
global-oil-420395c515a529375c1a,country-cf8bdfdd7f896c1ec7ea,Comoros,Comoros,116,116,0,0,0.0,0,1025.0,1025.0,0.0,0,0.0,0,,global_oil_country.csv,117,0,VALID
global-oil-696287821742e51dce0e,country-ee54b1b1e9bc25ac1a66,Costa Rica,Costa Rica,117,117,0,0,291.0,291.0,50200.0,50200.0,0.0,0,10040.0,10040.0,,global_oil_country.csv,118,0,VALID
global-oil-07b72bfb23a3dab17081,country-8b7874e4df7887941aaf,Central African Republic,Central African Republic,118,118,0,0,0.0,0,3175.0,3175.0,0.0,0,0.0,0,,global_oil_country.csv,119,0,VALID
global-oil-a19021ec98e1d110214b,country-1dee6c1f0f6e420013cd,Cabo Verde,Cabo Verde,119,119,0,0,0.0,0,2608.0,2608.0,0.0,0,0.0,0,,global_oil_country.csv,120,0,VALID
global-oil-97441ec2c3501b0316eb,country-5ad67bb94d1520c313fa,Cook Islands,Cook Islands,120,120,0,0,0.0,0,974.0,974.0,0.0,0,0.0,0,,global_oil_country.csv,121,0,VALID
global-oil-1382c22a739f8d3de9b0,country-8930d399db295e02aa59,Cyprus,Cyprus,121,121,0,0,8.0,8.0,58430.0,58430.0,0.0,0,0.0,0,,global_oil_country.csv,122,0,VALID
global-oil-687d9fd9cd2d458d8510,country-e993659a9393585ad798,Djibouti,Djibouti,122,122,0,0,0.0,0,12460.0,12460.0,0.0,0,0.0,0,,global_oil_country.csv,123,0,VALID
global-oil-6ca1f034ee486eeab250,country-58289961b08e34bb4e29,Dominica,Dominica,123,123,0,0,0.0,0,918.0,918.0,0.0,0,0.0,0,,global_oil_country.csv,124,0,VALID
global-oil-8f479d7e0225eeca20d5,country-53f2dd02643a17159de2,Dominican Republic,Dominican Republic,124,124,0,0,61.0,61.0,122300.0,122300.0,0.0,0,27260.0,27260.0,,global_oil_country.csv,125,0,VALID
global-oil-de999f6096cf9a963eb4,country-32f987ecd36719a12041,Ireland,Ireland,125,125,0,0,726.0,726.0,144000.0,144000.0,1858.0,1858.0,62070.0,62070.0,,global_oil_country.csv,126,0,VALID
global-oil-9d27bdae29e1e7f1256f,country-7275a5863bab4fdcfe20,Estonia,Estonia,126,126,0,0,11000.0,11000.0,26340.0,26340.0,7624.0,7624.0,0.0,0,,global_oil_country.csv,127,0,VALID
global-oil-0c5f2152b314d55901f4,country-eea67e4f9ca324e3abac,Eritrea,Eritrea,127,127,0,0,0.0,0,4480.0,4480.0,0.0,0,0.0,0,,global_oil_country.csv,128,0,VALID
global-oil-db910530e3db3a724a6d,country-56e07143bc9a352fdee2,El Salvador,El Salvador,128,128,0,0,0.0,0,44040.0,44040.0,0.0,0,16160.0,16160.0,,global_oil_country.csv,129,0,VALID
global-oil-74b9bfc119f02847555b,country-243801106c4d7b8f43fb,Finland,Finland,129,129,0,0,13530.0,13530.0,204800.0,204800.0,0.0,0,214700.0,214700.0,,global_oil_country.csv,130,0,VALID
global-oil-fd1bc58234e553f7d0c6,country-00b025b1e87b88f1e71f,Fiji,Fiji,130,130,0,0,30.0,30.0,17810.0,17810.0,0.0,0,0.0,0,,global_oil_country.csv,131,0,VALID
global-oil-9497d24c3084fc7c3c3a,country-0c70295131b454314c58,Falkland Islands,Falkland Islands,131,131,0,0,0.0,0,300.0,300.0,0.0,0,0.0,0,,global_oil_country.csv,132,0,VALID
global-oil-ff77fdc84a78e84fa887,country-3a534ac42c2d806c6002,Faroe Islands,Faroe Islands,132,132,0,0,0.0,0,4871.0,4871.0,0.0,0,0.0,0,,global_oil_country.csv,133,0,VALID
global-oil-3cc8b5f1c8335011e5d2,country-bee4921955762cf109cc,French Polynesia,French Polynesia,133,133,0,0,0.0,0,8000.0,8000.0,0.0,0,0.0,0,,global_oil_country.csv,134,0,VALID
global-oil-8aab1dcb5b9ad11afa76,country-1097bf50dd7ffb4cef53,Gambia,Gambia,134,134,0,0,0.0,0,3181.0,3181.0,0.0,0,0.0,0,,global_oil_country.csv,135,0,VALID
global-oil-3c0214aced7bf8a54dc7,country-91ad0ddb5c2827e4a147,Gibraltar,Gibraltar,135,135,0,0,0.0,0,24920.0,24920.0,0.0,0,0.0,0,,global_oil_country.csv,136,0,VALID
global-oil-988f13470b4342e16b1d,country-e0eae764f2c00bfd9a4b,Grenada,Grenada,136,136,0,0,0.0,0,2803.0,2803.0,0.0,0,0.0,0,,global_oil_country.csv,137,0,VALID
global-oil-a61c5b027d45eece0bbc,country-f71ef5459640bf06d3b6,Greenland,Greenland,137,137,0,0,0.0,0,3897.0,3897.0,0.0,0,0.0,0,,global_oil_country.csv,138,0,VALID
global-oil-7ae26ab68c5e183eb3f4,country-7c2bff5f7a72046990fa,Guam,Guam,138,138,0,0,0.0,0,14490.0,14490.0,0.0,0,0.0,0,,global_oil_country.csv,139,0,VALID
global-oil-56b1fbb7bd5bfb652c7d,country-3f7351456856a4eecf6c,Guinea,Guinea,139,139,0,0,0.0,0,8671.0,8671.0,0.0,0,0.0,0,,global_oil_country.csv,140,0,VALID
global-oil-bc400cfc4fa7467a2a1a,country-63b911d37593d484cabb,Guyana,Guyana,140,140,0,0,0.0,0,10910.0,10910.0,0.0,0,0.0,0,,global_oil_country.csv,141,0,VALID
global-oil-49fc65690fc7b2a9799d,country-9684cac8ca6d8e671e59,Gaza Strip,Gaza Strip,—,,0,0,,,,,,,,,,global_oil_country.csv,142,4,REVIEW
global-oil-8976407abc5ed5d6e0a0,country-08134d7a6fb39b220f63,Haiti,Haiti,141,141,0,0,0.0,0,14000.0,14000.0,0.0,0,0.0,0,,global_oil_country.csv,143,0,VALID
global-oil-dcba2b15f8c4abc9a509,country-21bd3229a131a2cc251b,Hong Kong,Hong Kong,142,142,0,0,0.0,0,333900.0,333900.0,0.0,0,0.0,0,,global_oil_country.csv,144,0,VALID
global-oil-a6a4c5cf69f75ead8286,country-5a381f836ae9e1bab04a,Honduras,Honduras,143,143,0,0,20.0,20.0,58150.0,58150.0,0.0,0,0.0,0,,global_oil_country.csv,145,0,VALID
global-oil-ab86a3c01cda48f9abf7,country-9eb5c59d70089e53cb31,Iceland,Iceland,144,144,0,0,0.0,0,20770.0,20770.0,0.0,0,0.0,0,,global_oil_country.csv,146,0,VALID
global-oil-3f4f22093f325c7883d3,country-ff63d149bd73429d489f,Jamaica,Jamaica,145,145,0,0,2120.0,2120.0,78520.0,78520.0,0.0,0,22940.0,22940.0,,global_oil_country.csv,147,0,VALID
global-oil-27b92e37ea7553c8bf21,country-3b5f7a488f457a7e53fe,Kenya,Kenya,146,146,0,0,0.0,0,79410.0,79410.0,0.0,0,31040.0,31040.0,,global_oil_country.csv,148,0,VALID
global-oil-6681fd22ffdb94f47429,country-831e4f1d6d77ed43a2da,North Korea,North Korea,147,147,0,0,0.0,0,15000.0,15000.0,0.0,0,10500.0,10500.0,,global_oil_country.csv,149,0,VALID
global-oil-8751772b202db061994a,country-725789d8d08d48a36d53,Kiribati,Kiribati,148,148,0,0,0.0,0,300.0,300.0,0.0,0,0.0,0,,global_oil_country.csv,150,0,VALID
global-oil-a9e646aa3997dec53378,country-d83d0388b282d66a754e,South Korea,South Korea,149,149,0,0,0.0,0,2301000.0,2301000.0,0.0,0,2590000.0,2590000.0,,global_oil_country.csv,151,0,VALID
global-oil-076a87ffca1abc08c218,country-84308789368f0cb09497,Laos,Laos,150,150,0,0,0.0,0,3391.0,3391.0,0.0,0,0.0,0,,global_oil_country.csv,152,0,VALID
global-oil-9e313beea0c245998381,country-8a57a440886c59423289,Lebanon,Lebanon,151,151,0,0,0.0,0,106700.0,106700.0,0.0,0,0.0,0,,global_oil_country.csv,153,0,VALID
global-oil-3d6891be483a8bc13807,country-15bc5d87cc42f41470cb,Latvia,Latvia,152,152,0,0,1000.0,1000.0,31340.0,31340.0,0.0,0,0.0,0,,global_oil_country.csv,154,0,VALID
global-oil-4dc82a94d3d2b32c3214,country-1a8ee6c730a37af2a823,Liberia,Liberia,153,153,0,0,0.0,0,3533.0,3533.0,0.0,0,0.0,0,,global_oil_country.csv,155,0,VALID
global-oil-58139d0d13991dedcf86,country-7a1de3309cef5e896951,Lesotho,Lesotho,154,154,0,0,0.0,0,1777.0,1777.0,0.0,0,0.0,0,,global_oil_country.csv,156,0,VALID
global-oil-80a7a0c881b2238cac08,country-68f453c00d9c88ac8834,Luxembourg,Luxembourg,155,155,0,0,0.0,0,61380.0,61380.0,0.0,0,0.0,0,,global_oil_country.csv,157,0,VALID
global-oil-006dcd53084dda5000a8,country-48a1b7dc93bad7588b46,Madagascar,Madagascar,156,156,0,0,0.0,0,17480.0,17480.0,0.0,0,0.0,0,,global_oil_country.csv,158,0,VALID
global-oil-c7e1372bf38754c6d574,country-260048fecac2c70eec2c,Macau,Macau,—,,0,0,0.0,0,7376.0,7376.0,0.0,0,0.0,0,,global_oil_country.csv,159,0,REVIEW
global-oil-c1b43e19adc02109d0a3,country-3eeceb71042dec77ae77,Montserrat,Montserrat,—,,0,0,0.0,0,1000.0,1000.0,0.0,0,0.0,0,,global_oil_country.csv,160,0,REVIEW
global-oil-0410f69c09156fc4d227,country-e46e98b84eb37c36ed4f,Malawi,Malawi,157,157,0,0,200.0,200.0,12060.0,12060.0,0.0,0,0.0,0,,global_oil_country.csv,161,0,VALID
global-oil-aeedebed618d27f427be,country-f830720f3e3bed7436b2,Montenegro,Montenegro,158,158,0,0,0.0,0,4446.0,4446.0,0.0,0,0.0,0,,global_oil_country.csv,162,0,VALID
global-oil-c4f5d8d50c60c7026774,country-cda43d570683ca091ab1,Macedonia,Macedonia,159,159,0,0,0.0,0,17490.0,17490.0,0.0,0,51510.0,51510.0,,global_oil_country.csv,163,0,VALID
global-oil-276504ba86e7f53b8736,country-937aa06da838dc105431,Mali,Mali,160,160,0,0,0.0,0,4994.0,4994.0,0.0,0,0.0,0,,global_oil_country.csv,164,0,VALID
global-oil-57cce45c40c5fd87ec60,country-3562494677b9bd33a5af,Mauritius,Mauritius,161,161,0,0,0.0,0,24710.0,24710.0,0.0,0,0.0,0,,global_oil_country.csv,165,0,VALID
global-oil-e8a14a434410e12a6415,country-79f9550e027130e35b20,Malta,Malta,162,162,0,0,0.0,0,19520.0,19520.0,0.0,0,0.0,0,,global_oil_country.csv,166,0,VALID
global-oil-bf122a89b16bd04d260d,country-b9aade37f226572c2fbc,Maldives,Maldives,163,163,0,0,0.0,0,6875.0,6875.0,0.0,0,0.0,0,,global_oil_country.csv,167,0,VALID
global-oil-368b7e18591a5ce46b60,country-2e8a238d84ee730c4be9,Mozambique,Mozambique,164,164,0,0,20.0,20.0,19580.0,19580.0,0.0,0,0.0,0,,global_oil_country.csv,168,0,VALID
global-oil-99964d21f58dd60460c7,country-96abdb6afaa9e38dcf99,New Caledonia,New Caledonia,165,165,0,0,0.0,0,13640.0,13640.0,0.0,0,0.0,0,,global_oil_country.csv,169,0,VALID
global-oil-24804e20b7224c54d404,country-56979bcbcec308d6a9db,Niue,Niue,166,166,0,0,0.0,0,0.0,0,0.0,0,0.0,0,,global_oil_country.csv,170,0,VALID
global-oil-ef1876fe55ca41d0ef05,country-0fc226118263e65d3c71,Vanuatu,Vanuatu,167,167,0,0,0.0,0,1170.0,1170.0,0.0,0,0.0,0,,global_oil_country.csv,171,0,VALID
global-oil-9846e430a88289b0021f,country-a23e9cdda7a3e0db6beb,Nepal,Nepal,168,168,0,0,0.0,0,18430.0,18430.0,0.0,0,0.0,0,,global_oil_country.csv,172,0,VALID
global-oil-172d326234ad89386825,country-1620f91609560ef7072f,Nauru,Nauru,169,169,0,0,0.0,0,1000.0,1000.0,0.0,0,0.0,0,,global_oil_country.csv,173,0,VALID
global-oil-b4b5d55f215b8a8bae0e,country-53dafebc5552bc4301fd,Nicaragua,Nicaragua,170,170,0,0,0.0,0,30690.0,30690.0,0.0,0,12910.0,12910.0,,global_oil_country.csv,174,0,VALID
global-oil-18eb242c13ef6783c673,country-fa27e700926b5bbbae03,Paraguay,Paraguay,171,171,0,0,2000.0,2000.0,26820.0,26820.0,0.0,0,0.0,0,,global_oil_country.csv,175,0,VALID
global-oil-c59dfa24c2e7b74b1ec0,country-d1775cdbcf90d7864101,Panama,Panama,172,172,0,0,0.0,0,98890.0,98890.0,0.0,0,0.0,0,,global_oil_country.csv,176,0,VALID
global-oil-3de622ef891de1dc11c4,country-6636b31811ee0bbf593d,Portugal,Portugal,173,173,0,0,5250.0,5250.0,259700.0,259700.0,0.0,0,222300.0,222300.0,,global_oil_country.csv,177,0,VALID
global-oil-b8a0510356c88bebaad9,country-dcacc5666aba7cbb3d67,Guinea-Bissau,Guinea-Bissau,174,174,0,0,0.0,0,2922.0,2922.0,0.0,0,0.0,0,,global_oil_country.csv,178,0,VALID
global-oil-6ca2621cd077f7a21b2d,country-f50b92b29527bc026aa0,Puerto Rico,Puerto Rico,175,175,0,0,674.0,674.0,151600.0,151600.0,0.0,0,0.0,0,,global_oil_country.csv,179,0,VALID
global-oil-8be412801aa00ffe8422,country-b57e6c30643eaf6a3d52,Rwanda,Rwanda,176,176,0,0,10.0,10.0,5245.0,5245.0,0.0,0,0.0,0,,global_oil_country.csv,180,0,VALID
global-oil-e21b6844677b95130d21,country-a497936d41767ee349fd,Saint Pierre and Miquelon,Saint Pierre and Miquelon,177,177,0,0,0.0,0,974.0,974.0,0.0,0,0.0,0,,global_oil_country.csv,181,0,VALID
global-oil-29b1c6efed6b1c4c2fb5,country-1721830ff712793d56c9,Saint Kitts and Nevis,Saint Kitts and Nevis,178,178,0,0,0.0,0,1496.0,1496.0,0.0,0,0.0,0,,global_oil_country.csv,182,0,VALID
global-oil-c08eb734d42f564e0da9,country-f57147693006c95066d9,Seychelles,Seychelles,179,179,0,0,0.0,0,7793.0,7793.0,0.0,0,0.0,0,,global_oil_country.csv,183,0,VALID
global-oil-4991f3385cb0f816292a,country-4a724471c49ba697b3e2,Senegal,Senegal,180,180,0,0,0.0,0,40600.0,40600.0,0.0,0,15500.0,15500.0,,global_oil_country.csv,184,0,VALID
global-oil-1576f280705716cc05a8,country-29d5d38588cd4003df1f,Saint Helena,Saint Helena,181,181,0,0,0.0,0,100.0,100.0,0.0,0,0.0,0,,global_oil_country.csv,185,0,VALID
global-oil-247f618360d748e82de7,country-70ef838ec62b2fb85a92,Slovenia,Slovenia,182,182,0,0,305.0,305.0,52930.0,52930.0,0.0,0,0.0,0,,global_oil_country.csv,186,0,VALID
global-oil-c8f60e2c0c047a6b948d,country-70dfea54663e8e2c9969,Sierra Leone,Sierra Leone,183,183,0,0,25.0,25.0,8768.0,8768.0,0.0,0,0.0,0,,global_oil_country.csv,187,0,VALID
global-oil-4bd97d8f60db5282f555,country-51e2a46721d104d9148d,Singapore,Singapore,184,184,0,0,20170.0,20170.0,1380000.0,1380000.0,0.0,0,1137000.0,1137000.0,,global_oil_country.csv,188,0,VALID
global-oil-c61ee749d4b23a7ba5c2,country-7d28ff3bd433e26594da,Somalia,Somalia,185,185,0,0,0.0,0,5659.0,5659.0,0.0,0,0.0,0,,global_oil_country.csv,189,0,VALID
global-oil-c7da50210403801bc6db,country-000f1e1ca955d5188365,Saint Lucia,Saint Lucia,186,186,0,0,0.0,0,2922.0,2922.0,0.0,0,0.0,0,,global_oil_country.csv,190,0,VALID
global-oil-05f84f81a1549f0d4c2a,country-295099c764e6439694e9,Sweden,Sweden,187,187,0,0,11270.0,11270.0,316000.0,316000.0,0.0,0,398100.0,398100.0,,global_oil_country.csv,191,0,VALID
global-oil-30b158c4eafd5fca7a2b,country-c32f5de8269a9aced9a2,Switzerland,Switzerland,188,188,0,0,3613.0,3613.0,258200.0,258200.0,0.0,0,258200.0,258200.0,,global_oil_country.csv,192,0,VALID
global-oil-f12981f04bec33bf437f,country-1bf0283a8976095de648,Turks and Caicos Islands,Turks and Caicos Islands,189,189,0,0,0.0,0,999.0,999.0,0.0,0,0.0,0,,global_oil_country.csv,193,0,VALID
global-oil-6c6ab45c0e0767402578,country-c3fcefdff6a2ec9e51ba,Tokelau,Tokelau,—,,0,0,,,,,,,,,,global_oil_country.csv,194,4,REVIEW
global-oil-fbb8c4cfb8159ba60f8c,country-32ad1aca2ef116a4cd17,Tonga,Tonga,190,190,0,0,0.0,0,1221.0,1221.0,0.0,0,0.0,0,,global_oil_country.csv,195,0,VALID
global-oil-515287f5a12a8a643fbf,country-7d6b68079d4614fd7e3e,Togo,Togo,191,191,0,0,0.0,0,28670.0,28670.0,0.0,0,0.0,0,,global_oil_country.csv,196,0,VALID
global-oil-7c680ec60d4ccc714776,country-db0a8f84841d9e8286c9,Sao Tome and Principe,Sao Tome and Principe,192,192,0,0,0.0,0,904.0,904.0,0.0,0,0.0,0,,global_oil_country.csv,197,0,VALID
global-oil-b5271e85c1c5b0ff8094,country-4246e6406ccf630cdfa2,Timor-Leste,Timor-Leste,193,193,0,0,79490.0,79490.0,2755.0,2755.0,87000.0,87000.0,0.0,0,,global_oil_country.csv,198,0,VALID
global-oil-c29d44592b7502ee246e,country-74947702044149ef9377,Tanzania,Tanzania,194,194,0,0,10.0,10.0,43310.0,43310.0,0.0,0,0.0,0,,global_oil_country.csv,199,0,VALID
global-oil-a285e29ca6abae280711,country-0f9ea5841e716cb4aa7a,Burkina Faso,Burkina Faso,195,195,0,0,0.0,0,9960.0,9960.0,0.0,0,0.0,0,,global_oil_country.csv,200,0,VALID
global-oil-63243b6da938f417320c,country-b7d177840ebb22170751,Uruguay,Uruguay,196,196,0,0,1183.0,1183.0,51100.0,51100.0,0.0,0,38680.0,38680.0,,global_oil_country.csv,201,0,VALID
global-oil-7e46a0d0a722b3da0c54,country-6a5e6bb18132ec7449bb,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,197,197,0,0,0.0,0,1948.0,1948.0,0.0,0,0.0,0,,global_oil_country.csv,202,0,VALID
global-oil-afb4b827370b4054be19,country-df3a1b2f37ca9012ce63,British Virgin Islands,British Virgin Islands,198,198,0,0,0.0,0,1000.0,1000.0,0.0,0,0.0,0,,global_oil_country.csv,203,0,VALID
global-oil-29e2ec569c9129aa3de5,country-b51ebaf9c293a8b7c7df,U.S. Virgin Islands,U.S. Virgin Islands,199,199,0,0,14880.0,14880.0,106100.0,106100.0,0.0,0,402000.0,402000.0,,global_oil_country.csv,204,0,VALID
global-oil-48143e095fde5d4401f9,country-62b09943d6869aafa20f,Namibia,Namibia,200,200,0,0,0.0,0,22990.0,22990.0,0.0,0,0.0,0,,global_oil_country.csv,205,0,VALID
global-oil-86fedbb635322c2c13e4,country-d8956af488b4adab00b4,West Bank,West Bank,201,201,0,0,0.0,0,29310.0,29310.0,0.0,0,0.0,0,,global_oil_country.csv,206,0,VALID
global-oil-eb836d79bdb95adfa5b2,country-f32131a932eb4d673e7a,Western Sahara,Western Sahara,202,202,0,0,0.0,0,1948.0,1948.0,0.0,0,0.0,0,,global_oil_country.csv,207,0,VALID
global-oil-e1ca0baca0821c51c777,country-0c474a68bcff4e665d34,Samoa,Samoa,203,203,0,0,0.0,0,1070.0,1070.0,0.0,0,0.0,0,,global_oil_country.csv,208,0,VALID
global-oil-eb579f4a572eb8922d27,country-f0871dafaa9aad08b214,Swaziland,Swaziland,204,204,0,0,0.0,0,4567.0,4567.0,0.0,0,0.0,0,,global_oil_country.csv,209,0,VALID
global-oil-3eb755cb57007d349bd4,country-71c4d741f010ce317afa,Zambia,Zambia,205,205,0,0,175.0,175.0,19260.0,19260.0,0.0,0,12500.0,12500.0,,global_oil_country.csv,210,0,VALID
global-oil-5be8ef2a7426b4990a63,country-13291c08152247c4776a,Zimbabwe,Zimbabwe,206,206,0,0,120.0,120.0,19030.0,19030.0,0.0,0,0.0,0,,global_oil_country.csv,211,0,VALID
