product_id,product,source_product_name,financial_year,financial_year_start,calendar_year,month_number,month_name,consumption_metric_tonnes,consumption_unit,source_dataset,source_row_number,validation_status
product-198fc08108a024c9da45,ATF,ATF,2002-03,2002,2003,3,MAR,210,metric_tonnes,india_petroleum_consumption.csv,769,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2002,4,APR,843,metric_tonnes,india_petroleum_consumption.csv,770,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2002,5,MAY,822,metric_tonnes,india_petroleum_consumption.csv,771,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2002,6,JUN,867,metric_tonnes,india_petroleum_consumption.csv,772,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2002,7,JUL,886,metric_tonnes,india_petroleum_consumption.csv,773,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2002,8,AUG,872,metric_tonnes,india_petroleum_consumption.csv,774,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2002,9,SEP,883,metric_tonnes,india_petroleum_consumption.csv,775,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2002,10,OCT,889,metric_tonnes,india_petroleum_consumption.csv,776,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2002,11,NOV,905,metric_tonnes,india_petroleum_consumption.csv,777,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2002,12,DEC,891,metric_tonnes,india_petroleum_consumption.csv,778,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2003,1,JAN,867,metric_tonnes,india_petroleum_consumption.csv,779,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2003,2,FEB,837,metric_tonnes,india_petroleum_consumption.csv,780,VALID
product-cdf634489bfbff660916,SKO,SKO,2002-03,2002,2003,3,MAR,843,metric_tonnes,india_petroleum_consumption.csv,781,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2002,4,APR,3266,metric_tonnes,india_petroleum_consumption.csv,782,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2002,5,MAY,3432,metric_tonnes,india_petroleum_consumption.csv,783,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2002,6,JUN,3073,metric_tonnes,india_petroleum_consumption.csv,784,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2002,7,JUL,3083,metric_tonnes,india_petroleum_consumption.csv,785,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2002,8,AUG,2744,metric_tonnes,india_petroleum_consumption.csv,786,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2002,9,SEP,2693,metric_tonnes,india_petroleum_consumption.csv,787,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2002,10,OCT,3057,metric_tonnes,india_petroleum_consumption.csv,788,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2002,11,NOV,3035,metric_tonnes,india_petroleum_consumption.csv,789,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2002,12,DEC,3337,metric_tonnes,india_petroleum_consumption.csv,790,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2003,1,JAN,2991,metric_tonnes,india_petroleum_consumption.csv,791,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2003,2,FEB,2846,metric_tonnes,india_petroleum_consumption.csv,792,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2002-03,2002,2003,3,MAR,3089,metric_tonnes,india_petroleum_consumption.csv,793,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2002,4,APR,152,metric_tonnes,india_petroleum_consumption.csv,794,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2002,5,MAY,170,metric_tonnes,india_petroleum_consumption.csv,795,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2002,6,JUN,154,metric_tonnes,india_petroleum_consumption.csv,796,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2002,7,JUL,179,metric_tonnes,india_petroleum_consumption.csv,797,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2002,8,AUG,176,metric_tonnes,india_petroleum_consumption.csv,798,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2002,9,SEP,172,metric_tonnes,india_petroleum_consumption.csv,799,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2002,10,OCT,182,metric_tonnes,india_petroleum_consumption.csv,800,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2002,11,NOV,171,metric_tonnes,india_petroleum_consumption.csv,801,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2002,12,DEC,195,metric_tonnes,india_petroleum_consumption.csv,802,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2003,1,JAN,186,metric_tonnes,india_petroleum_consumption.csv,803,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2003,2,FEB,176,metric_tonnes,india_petroleum_consumption.csv,804,VALID
product-1fe5626b86832387d536,LDO,LDO,2002-03,2002,2003,3,MAR,151,metric_tonnes,india_petroleum_consumption.csv,805,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2002,4,APR,83,metric_tonnes,india_petroleum_consumption.csv,806,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2002,5,MAY,118,metric_tonnes,india_petroleum_consumption.csv,807,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2002,6,JUN,106,metric_tonnes,india_petroleum_consumption.csv,808,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2002,7,JUL,127,metric_tonnes,india_petroleum_consumption.csv,809,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2002,8,AUG,104,metric_tonnes,india_petroleum_consumption.csv,810,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2002,9,SEP,111,metric_tonnes,india_petroleum_consumption.csv,811,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2002,10,OCT,91,metric_tonnes,india_petroleum_consumption.csv,812,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2002,11,NOV,102,metric_tonnes,india_petroleum_consumption.csv,813,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2002,12,DEC,104,metric_tonnes,india_petroleum_consumption.csv,814,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2003,1,JAN,106,metric_tonnes,india_petroleum_consumption.csv,815,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2003,2,FEB,79,metric_tonnes,india_petroleum_consumption.csv,816,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2002-03,2002,2003,3,MAR,121,metric_tonnes,india_petroleum_consumption.csv,817,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2002,4,APR,1022,metric_tonnes,india_petroleum_consumption.csv,818,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2002,5,MAY,1266,metric_tonnes,india_petroleum_consumption.csv,819,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2002,6,JUN,992,metric_tonnes,india_petroleum_consumption.csv,820,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2002,7,JUL,1079,metric_tonnes,india_petroleum_consumption.csv,821,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2002,8,AUG,1125,metric_tonnes,india_petroleum_consumption.csv,822,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2002,9,SEP,1045,metric_tonnes,india_petroleum_consumption.csv,823,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2002,10,OCT,1049,metric_tonnes,india_petroleum_consumption.csv,824,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2002,11,NOV,1078,metric_tonnes,india_petroleum_consumption.csv,825,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2002,12,DEC,1170,metric_tonnes,india_petroleum_consumption.csv,826,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2003,1,JAN,1046,metric_tonnes,india_petroleum_consumption.csv,827,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2003,2,FEB,897,metric_tonnes,india_petroleum_consumption.csv,828,VALID
product-795922ede07e28180caa,FO & LSHS,FO & LSHS,2002-03,2002,2003,3,MAR,970,metric_tonnes,india_petroleum_consumption.csv,829,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2002,4,APR,291,metric_tonnes,india_petroleum_consumption.csv,830,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2002,5,MAY,316,metric_tonnes,india_petroleum_consumption.csv,831,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2002,6,JUN,230,metric_tonnes,india_petroleum_consumption.csv,832,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2002,7,JUL,180,metric_tonnes,india_petroleum_consumption.csv,833,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2002,8,AUG,107,metric_tonnes,india_petroleum_consumption.csv,834,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2002,9,SEP,129,metric_tonnes,india_petroleum_consumption.csv,835,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2002,10,OCT,211,metric_tonnes,india_petroleum_consumption.csv,836,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2002,11,NOV,228,metric_tonnes,india_petroleum_consumption.csv,837,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2002,12,DEC,296,metric_tonnes,india_petroleum_consumption.csv,838,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2003,1,JAN,301,metric_tonnes,india_petroleum_consumption.csv,839,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2003,2,FEB,312,metric_tonnes,india_petroleum_consumption.csv,840,VALID
product-790810d5c5602dbecaf2,Bitumen,Bitumen,2002-03,2002,2003,3,MAR,388,metric_tonnes,india_petroleum_consumption.csv,841,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2002,4,APR,180,metric_tonnes,india_petroleum_consumption.csv,842,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2002,5,MAY,245,metric_tonnes,india_petroleum_consumption.csv,843,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2002,6,JUN,167,metric_tonnes,india_petroleum_consumption.csv,844,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2002,7,JUL,177,metric_tonnes,india_petroleum_consumption.csv,845,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2002,8,AUG,207,metric_tonnes,india_petroleum_consumption.csv,846,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2002,9,SEP,184,metric_tonnes,india_petroleum_consumption.csv,847,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2002,10,OCT,217,metric_tonnes,india_petroleum_consumption.csv,848,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2002,11,NOV,273,metric_tonnes,india_petroleum_consumption.csv,849,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2002,12,DEC,225,metric_tonnes,india_petroleum_consumption.csv,850,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2003,1,JAN,236,metric_tonnes,india_petroleum_consumption.csv,851,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2003,2,FEB,224,metric_tonnes,india_petroleum_consumption.csv,852,VALID
product-64fce74e71066b7ec4cf,Petroleum coke,Petroleum coke,2002-03,2002,2003,3,MAR,228,metric_tonnes,india_petroleum_consumption.csv,853,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2002,4,APR,383,metric_tonnes,india_petroleum_consumption.csv,854,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2002,5,MAY,398,metric_tonnes,india_petroleum_consumption.csv,855,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2002,6,JUN,418,metric_tonnes,india_petroleum_consumption.csv,856,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2002,7,JUL,382,metric_tonnes,india_petroleum_consumption.csv,857,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2002,8,AUG,434,metric_tonnes,india_petroleum_consumption.csv,858,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2002,9,SEP,461,metric_tonnes,india_petroleum_consumption.csv,859,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2002,10,OCT,505,metric_tonnes,india_petroleum_consumption.csv,860,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2002,11,NOV,454,metric_tonnes,india_petroleum_consumption.csv,861,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2002,12,DEC,424,metric_tonnes,india_petroleum_consumption.csv,862,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2003,1,JAN,533,metric_tonnes,india_petroleum_consumption.csv,863,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2003,2,FEB,480,metric_tonnes,india_petroleum_consumption.csv,864,VALID
product-896a0734e71eaafd55e7,Others,Others,2002-03,2002,2003,3,MAR,449,metric_tonnes,india_petroleum_consumption.csv,865,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2003,4,APR,670,metric_tonnes,india_petroleum_consumption.csv,866,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2003,5,MAY,679,metric_tonnes,india_petroleum_consumption.csv,867,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2003,6,JUN,673,metric_tonnes,india_petroleum_consumption.csv,868,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2003,7,JUL,774,metric_tonnes,india_petroleum_consumption.csv,869,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2003,8,AUG,738,metric_tonnes,india_petroleum_consumption.csv,870,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2003,9,SEP,776,metric_tonnes,india_petroleum_consumption.csv,871,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2003,10,OCT,790,metric_tonnes,india_petroleum_consumption.csv,872,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2003,11,NOV,782,metric_tonnes,india_petroleum_consumption.csv,873,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2003,12,DEC,874,metric_tonnes,india_petroleum_consumption.csv,874,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2004,1,JAN,884,metric_tonnes,india_petroleum_consumption.csv,875,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2004,2,FEB,831,metric_tonnes,india_petroleum_consumption.csv,876,VALID
product-5575ab85b7b20e8c4793,LPG,LPG,2003-04,2003,2004,3,MAR,835,metric_tonnes,india_petroleum_consumption.csv,877,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2003,4,APR,848,metric_tonnes,india_petroleum_consumption.csv,878,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2003,5,MAY,903,metric_tonnes,india_petroleum_consumption.csv,879,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2003,6,JUN,933,metric_tonnes,india_petroleum_consumption.csv,880,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2003,7,JUL,1115,metric_tonnes,india_petroleum_consumption.csv,881,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2003,8,AUG,938,metric_tonnes,india_petroleum_consumption.csv,882,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2003,9,SEP,972,metric_tonnes,india_petroleum_consumption.csv,883,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2003,10,OCT,1043,metric_tonnes,india_petroleum_consumption.csv,884,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2003,11,NOV,929,metric_tonnes,india_petroleum_consumption.csv,885,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2003,12,DEC,1053,metric_tonnes,india_petroleum_consumption.csv,886,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2004,1,JAN,1126,metric_tonnes,india_petroleum_consumption.csv,887,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2004,2,FEB,1026,metric_tonnes,india_petroleum_consumption.csv,888,VALID
product-352b4599428c13efa359,Naphtha,Naphtha,2003-04,2003,2004,3,MAR,983,metric_tonnes,india_petroleum_consumption.csv,889,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2003,4,APR,607,metric_tonnes,india_petroleum_consumption.csv,890,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2003,5,MAY,670,metric_tonnes,india_petroleum_consumption.csv,891,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2003,6,JUN,691,metric_tonnes,india_petroleum_consumption.csv,892,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2003,7,JUL,667,metric_tonnes,india_petroleum_consumption.csv,893,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2003,8,AUG,665,metric_tonnes,india_petroleum_consumption.csv,894,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2003,9,SEP,625,metric_tonnes,india_petroleum_consumption.csv,895,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2003,10,OCT,662,metric_tonnes,india_petroleum_consumption.csv,896,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2003,11,NOV,648,metric_tonnes,india_petroleum_consumption.csv,897,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2003,12,DEC,671,metric_tonnes,india_petroleum_consumption.csv,898,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2004,1,JAN,626,metric_tonnes,india_petroleum_consumption.csv,899,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2004,2,FEB,642,metric_tonnes,india_petroleum_consumption.csv,900,VALID
product-8d171ab9b604e34124ea,MS,MS,2003-04,2003,2004,3,MAR,724,metric_tonnes,india_petroleum_consumption.csv,901,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2003,4,APR,188,metric_tonnes,india_petroleum_consumption.csv,902,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2003,5,MAY,194,metric_tonnes,india_petroleum_consumption.csv,903,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2003,6,JUN,194,metric_tonnes,india_petroleum_consumption.csv,904,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2003,7,JUL,199,metric_tonnes,india_petroleum_consumption.csv,905,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2003,8,AUG,193,metric_tonnes,india_petroleum_consumption.csv,906,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2003,9,SEP,195,metric_tonnes,india_petroleum_consumption.csv,907,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2003,10,OCT,208,metric_tonnes,india_petroleum_consumption.csv,908,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2003,11,NOV,212,metric_tonnes,india_petroleum_consumption.csv,909,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2003,12,DEC,217,metric_tonnes,india_petroleum_consumption.csv,910,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2004,1,JAN,229,metric_tonnes,india_petroleum_consumption.csv,911,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2004,2,FEB,224,metric_tonnes,india_petroleum_consumption.csv,912,VALID
product-198fc08108a024c9da45,ATF,ATF,2003-04,2003,2004,3,MAR,231,metric_tonnes,india_petroleum_consumption.csv,913,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2003,4,APR,890,metric_tonnes,india_petroleum_consumption.csv,914,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2003,5,MAY,875,metric_tonnes,india_petroleum_consumption.csv,915,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2003,6,JUN,893,metric_tonnes,india_petroleum_consumption.csv,916,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2003,7,JUL,882,metric_tonnes,india_petroleum_consumption.csv,917,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2003,8,AUG,892,metric_tonnes,india_petroleum_consumption.csv,918,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2003,9,SEP,878,metric_tonnes,india_petroleum_consumption.csv,919,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2003,10,OCT,848,metric_tonnes,india_petroleum_consumption.csv,920,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2003,11,NOV,925,metric_tonnes,india_petroleum_consumption.csv,921,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2003,12,DEC,786,metric_tonnes,india_petroleum_consumption.csv,922,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2004,1,JAN,788,metric_tonnes,india_petroleum_consumption.csv,923,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2004,2,FEB,784,metric_tonnes,india_petroleum_consumption.csv,924,VALID
product-cdf634489bfbff660916,SKO,SKO,2003-04,2003,2004,3,MAR,789,metric_tonnes,india_petroleum_consumption.csv,925,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2003,4,APR,2783,metric_tonnes,india_petroleum_consumption.csv,926,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2003,5,MAY,3117,metric_tonnes,india_petroleum_consumption.csv,927,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2003,6,JUN,3286,metric_tonnes,india_petroleum_consumption.csv,928,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2003,7,JUL,3013,metric_tonnes,india_petroleum_consumption.csv,929,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2003,8,AUG,2746,metric_tonnes,india_petroleum_consumption.csv,930,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2003,9,SEP,2623,metric_tonnes,india_petroleum_consumption.csv,931,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2003,10,OCT,3064,metric_tonnes,india_petroleum_consumption.csv,932,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2003,11,NOV,3309,metric_tonnes,india_petroleum_consumption.csv,933,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2003,12,DEC,3435,metric_tonnes,india_petroleum_consumption.csv,934,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2004,1,JAN,3059,metric_tonnes,india_petroleum_consumption.csv,935,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2004,2,FEB,3116,metric_tonnes,india_petroleum_consumption.csv,936,VALID
product-a81277714f19fd11a0e0,HSD,HSD,2003-04,2003,2004,3,MAR,3525,metric_tonnes,india_petroleum_consumption.csv,937,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2003,4,APR,116,metric_tonnes,india_petroleum_consumption.csv,938,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2003,5,MAY,135,metric_tonnes,india_petroleum_consumption.csv,939,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2003,6,JUN,137,metric_tonnes,india_petroleum_consumption.csv,940,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2003,7,JUL,133,metric_tonnes,india_petroleum_consumption.csv,941,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2003,8,AUG,132,metric_tonnes,india_petroleum_consumption.csv,942,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2003,9,SEP,129,metric_tonnes,india_petroleum_consumption.csv,943,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2003,10,OCT,119,metric_tonnes,india_petroleum_consumption.csv,944,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2003,11,NOV,138,metric_tonnes,india_petroleum_consumption.csv,945,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2003,12,DEC,151,metric_tonnes,india_petroleum_consumption.csv,946,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2004,1,JAN,148,metric_tonnes,india_petroleum_consumption.csv,947,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2004,2,FEB,135,metric_tonnes,india_petroleum_consumption.csv,948,VALID
product-1fe5626b86832387d536,LDO,LDO,2003-04,2003,2004,3,MAR,146,metric_tonnes,india_petroleum_consumption.csv,949,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2003-04,2003,2003,4,APR,56,metric_tonnes,india_petroleum_consumption.csv,950,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2003-04,2003,2003,5,MAY,83,metric_tonnes,india_petroleum_consumption.csv,951,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2003-04,2003,2003,6,JUN,101,metric_tonnes,india_petroleum_consumption.csv,952,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2003-04,2003,2003,7,JUL,122,metric_tonnes,india_petroleum_consumption.csv,953,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2003-04,2003,2003,8,AUG,118,metric_tonnes,india_petroleum_consumption.csv,954,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2003-04,2003,2003,9,SEP,117,metric_tonnes,india_petroleum_consumption.csv,955,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2003-04,2003,2003,10,OCT,115,metric_tonnes,india_petroleum_consumption.csv,956,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2003-04,2003,2003,11,NOV,133,metric_tonnes,india_petroleum_consumption.csv,957,VALID
product-95702a7f9ab5e32d6bf4,Lubricants & Greases,Lubricants & Greases,2003-04,2003,2003,12,DEC,132,metric_tonnes,india_petroleum_consumption.csv,958,VALID
