country_id,canonical_name,source_name,source_normalized_name,source_dataset,country_code,mapping_status,mapping_method,review_reason
country-1366ad3415239832b32d,Cameroon,Cameroon,Cameroon,supplier_crude_imports_2014_2017.csv,2057,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-0cd165045b47476a308e,Brunei,Brunei,Brunei,supplier_crude_imports_2014_2017.csv,10047,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-8e5afa94476a1439c6f7,Equatorial Guinea,Equtl Guinea,Equatorial Guinea,supplier_crude_imports_2014_2017.csv,3117,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-67e218f2bddbbf8b1da1,Gabon,Gabon,Gabon,supplier_crude_imports_2014_2017.csv,2141,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-8d7d5397f8842b4181d3,Turkey,Turkey,Turkey,supplier_crude_imports_2014_2017.csv,16409,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-e883a76a30b245c29f32,Oman,Oman,Oman,supplier_crude_imports_2014_2017.csv,11301,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-eb2230485d2da72ff135,Sudan,Sudan,Sudan,supplier_crude_imports_2014_2017.csv,4381,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-4451df5780fe1b2c96c5,Kazakhstan,Kazakhstan,Kazakhstan,supplier_crude_imports_2014_2017.csv,15212,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-d854169a7fa8233ea9a1,Algeria,Algeria,Algeria,supplier_crude_imports_2014_2017.csv,4005,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-7f48a600768b114b5c99,Republic of the Congo,Congo P Rep,Republic of the Congo,supplier_crude_imports_2014_2017.csv,2087,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-3f7351456856a4eecf6c,Guinea,Guinea,Guinea,supplier_crude_imports_2014_2017.csv,3167,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-3a73954246460ddeee5c,Argentina,Argentina,Argentina,supplier_crude_imports_2014_2017.csv,6015,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-0c341736c12dd6a90849,Azerbaijan,Azerbaijan,Azerbaijan,supplier_crude_imports_2014_2017.csv,15021,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-cc3d6b2176eba4a5795a,Yemen,Yemen Republc,Yemen,supplier_crude_imports_2014_2017.csv,11453,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-90a6d53df47e4097ad65,Russia,Russia,Russia,supplier_crude_imports_2014_2017.csv,15344,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-341cf9022a3e6469098e,Indonesia,Indonesia,Indonesia,supplier_crude_imports_2014_2017.csv,10187,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-2dec26043f679fdd6bb0,Chad,Chad,Chad,supplier_crude_imports_2014_2017.csv,2069,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-c585f1decb986f7ff19b,Australia,Australia,Australia,supplier_crude_imports_2014_2017.csv,10017,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-ddea6abd2ee5d012fb6a,South Sudan,South Sudan,South Sudan,supplier_crude_imports_2014_2017.csv,4382,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-f69cfb3ddf10c1170014,Democratic Republic of the Congo,Congo D. Rep.,Democratic Republic of the Congo,supplier_crude_imports_2014_2017.csv,2459,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-e83f024f9a1156e097a7,Albania,Albania,Albania,supplier_crude_imports_2014_2017.csv,15003,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-408c7c5887a0f3905767,Canada,Canada,Canada,supplier_crude_imports_2014_2017.csv,5059,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-f6b323fdd9f99c634640,Libya,Libya,Libya,supplier_crude_imports_2014_2017.csv,4231,MAPPED,exact_canonical_or_explicit_spelling_repair,
,,Panama C Z,Panama C Z,supplier_crude_imports_2014_2017.csv,9313,MANUAL_REVIEW,ambiguous_source_name,Ambiguous or unmatched supplier country label
,,Unspecified,Unspecified,supplier_crude_imports_2014_2017.csv,599,MANUAL_REVIEW,ambiguous_source_name,Ambiguous or unmatched supplier country label
,,Netherlandantil,Netherlandantil,supplier_crude_imports_2014_2017.csv,9277,MANUAL_REVIEW,ambiguous_source_name,Ambiguous or unmatched supplier country label
country-59ae856cd788d0f57e39,Japan,Japan,Japan,supplier_crude_imports_2014_2017.csv,10205,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-d83d0388b282d66a754e,South Korea,Korea Rp,South Korea,supplier_crude_imports_2014_2017.csv,10217,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-7d6b68079d4614fd7e3e,Togo,Togo,Togo,supplier_crude_imports_2014_2017.csv,2399,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-50c0152c2952082aeaf4,China,China P Rp,China,supplier_crude_imports_2014_2017.csv,10077,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-a9e09665ee384ef81af3,Côte d'Ivoire,Cote D' Ivoire,Cote D' Ivoire,supplier_crude_imports_2014_2017.csv,2199,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-700530bf6ed31b40c7bd,Turkmenistan,Turkmenistan,Turkmenistan,supplier_crude_imports_2014_2017.csv,15410,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-95cdad8bfb9652ac584a,Sri Lanka,Sri Lanka Dsr,Sri Lanka,supplier_crude_imports_2014_2017.csv,10369,MAPPED,exact_canonical_or_explicit_spelling_repair,
,,Pakistan Ir,Pakistan Ir,supplier_crude_imports_2014_2017.csv,10309,MANUAL_REVIEW,ambiguous_source_name,Ambiguous or unmatched supplier country label
country-981e5b396726008318fc,United States,U S A,United States,supplier_crude_imports_2014_2017.csv,5423,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-77173ace11f118f4cfaa,Israel,Israel,Israel,supplier_crude_imports_2014_2017.csv,12195,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-92150179d1b63ac8803c,Kyrgyzstan,Kyrghyzstan,Kyrghyzstan,supplier_crude_imports_2014_2017.csv,15216,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-4839625482ad85764b6c,Greece,Greece,Greece,supplier_crude_imports_2014_2017.csv,13155,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-b2c01c8a8a0d9a99f145,Germany,Germany,Germany,supplier_crude_imports_2014_2017.csv,13147,MAPPED,exact_canonical_or_explicit_spelling_repair,
country-51e2a46721d104d9148d,Singapore,Singapore,Singapore,supplier_crude_imports_2014_2017.csv,10359,MAPPED,exact_canonical_or_explicit_spelling_repair,
