product,financial_year,calendar_year,month_number,month_name,consumption_metric_tonnes
FO & LSHS,2007-08,2007,7,JUL,1017
FO & LSHS,2007-08,2007,8,AUG,997
FO & LSHS,2007-08,2007,9,SEP,1077
FO & LSHS,2007-08,2007,10,OCT,1118
FO & LSHS,2007-08,2007,11,NOV,928
FO & LSHS,2007-08,2007,12,DEC,1056
FO & LSHS,2007-08,2008,1,JAN,1055
FO & LSHS,2007-08,2008,2,FEB,1129
FO & LSHS,2007-08,2008,3,MAR,1058
Bitumen,2007-08,2007,4,APR,458
Bitumen,2007-08,2007,5,MAY,475
Bitumen,2007-08,2007,6,JUN,350
Bitumen,2007-08,2007,7,JUL,207
Bitumen,2007-08,2007,8,AUG,186
Bitumen,2007-08,2007,9,SEP,220
Bitumen,2007-08,2007,10,OCT,331
Bitumen,2007-08,2007,11,NOV,367
Bitumen,2007-08,2007,12,DEC,439
Bitumen,2007-08,2008,1,JAN,435
Bitumen,2007-08,2008,2,FEB,466
Bitumen,2007-08,2008,3,MAR,572
Petroleum coke,2007-08,2007,4,APR,562
Petroleum coke,2007-08,2007,5,MAY,525
Petroleum coke,2007-08,2007,6,JUN,458
Petroleum coke,2007-08,2007,7,JUL,473
Petroleum coke,2007-08,2007,8,AUG,372
Petroleum coke,2007-08,2007,9,SEP,537
Petroleum coke,2007-08,2007,10,OCT,488
Petroleum coke,2007-08,2007,11,NOV,473
Petroleum coke,2007-08,2007,12,DEC,404
Petroleum coke,2007-08,2008,1,JAN,526
Petroleum coke,2007-08,2008,2,FEB,630
Petroleum coke,2007-08,2008,3,MAR,501
Others,2007-08,2007,4,APR,405
Others,2007-08,2007,5,MAY,530
Others,2007-08,2007,6,JUN,479
Others,2007-08,2007,7,JUL,478
Others,2007-08,2007,8,AUG,506
Others,2007-08,2007,9,SEP,424
Others,2007-08,2007,10,OCT,498
Others,2007-08,2007,11,NOV,458
Others,2007-08,2007,12,DEC,418
Others,2007-08,2008,1,JAN,441
Others,2007-08,2008,2,FEB,485
Others,2007-08,2008,3,MAR,482
LPG,2008-09,2008,4,APR,999
LPG,2008-09,2008,5,MAY,1005
LPG,2008-09,2008,6,JUN,914
LPG,2008-09,2008,7,JUL,980
LPG,2008-09,2008,8,AUG,971
LPG,2008-09,2008,9,SEP,1017
LPG,2008-09,2008,10,OCT,1008
LPG,2008-09,2008,11,NOV,1016
LPG,2008-09,2008,12,DEC,1086
LPG,2008-09,2009,1,JAN,1062
LPG,2008-09,2009,2,FEB,1051
LPG,2008-09,2009,3,MAR,1081
Naphtha,2008-09,2008,4,APR,1067
Naphtha,2008-09,2008,5,MAY,1074
Naphtha,2008-09,2008,6,JUN,1087
Naphtha,2008-09,2008,7,JUL,1082
Naphtha,2008-09,2008,8,AUG,1092
Naphtha,2008-09,2008,9,SEP,1146
Naphtha,2008-09,2008,10,OCT,1072
Naphtha,2008-09,2008,11,NOV,1105
Naphtha,2008-09,2008,12,DEC,1372
Naphtha,2008-09,2009,1,JAN,1340
Naphtha,2008-09,2009,2,FEB,1302
Naphtha,2008-09,2009,3,MAR,1172
MS,2008-09,2008,4,APR,943
MS,2008-09,2008,5,MAY,1054
MS,2008-09,2008,6,JUN,803
MS,2008-09,2008,7,JUL,914
MS,2008-09,2008,8,AUG,892
MS,2008-09,2008,9,SEP,900
MS,2008-09,2008,10,OCT,937
MS,2008-09,2008,11,NOV,915
MS,2008-09,2008,12,DEC,929
MS,2008-09,2009,1,JAN,968
MS,2008-09,2009,2,FEB,944
MS,2008-09,2009,3,MAR,1060
ATF,2008-09,2008,4,APR,390
ATF,2008-09,2008,5,MAY,402
ATF,2008-09,2008,6,JUN,375
ATF,2008-09,2008,7,JUL,366
ATF,2008-09,2008,8,AUG,352
ATF,2008-09,2008,9,SEP,348
ATF,2008-09,2008,10,OCT,356
ATF,2008-09,2008,11,NOV,367
ATF,2008-09,2008,12,DEC,371
ATF,2008-09,2009,1,JAN,376
ATF,2008-09,2009,2,FEB,347
ATF,2008-09,2009,3,MAR,374
SKO,2008-09,2008,4,APR,761
SKO,2008-09,2008,5,MAY,769
SKO,2008-09,2008,6,JUN,775
SKO,2008-09,2008,7,JUL,773
SKO,2008-09,2008,8,AUG,759
SKO,2008-09,2008,9,SEP,790
SKO,2008-09,2008,10,OCT,770
SKO,2008-09,2008,11,NOV,778
SKO,2008-09,2008,12,DEC,797
SKO,2008-09,2009,1,JAN,780
SKO,2008-09,2009,2,FEB,776
SKO,2008-09,2009,3,MAR,776
HSD,2008-09,2008,4,APR,4511
HSD,2008-09,2008,5,MAY,4809
HSD,2008-09,2008,6,JUN,4067
HSD,2008-09,2008,7,JUL,4083
HSD,2008-09,2008,8,AUG,3628
HSD,2008-09,2008,9,SEP,3937
HSD,2008-09,2008,10,OCT,4241
HSD,2008-09,2008,11,NOV,4466
HSD,2008-09,2008,12,DEC,4437
HSD,2008-09,2009,1,JAN,4427
HSD,2008-09,2009,2,FEB,4296
HSD,2008-09,2009,3,MAR,4810
LDO,2008-09,2008,4,APR,56
LDO,2008-09,2008,5,MAY,52
LDO,2008-09,2008,6,JUN,49
LDO,2008-09,2008,7,JUL,56
LDO,2008-09,2008,8,AUG,52
LDO,2008-09,2008,9,SEP,48
LDO,2008-09,2008,10,OCT,43
LDO,2008-09,2008,11,NOV,41
LDO,2008-09,2008,12,DEC,43
LDO,2008-09,2009,1,JAN,36
LDO,2008-09,2009,2,FEB,34
LDO,2008-09,2009,3,MAR,42
Lubricants & Greases,2008-09,2008,4,APR,169
Lubricants & Greases,2008-09,2008,5,MAY,204
Lubricants & Greases,2008-09,2008,6,JUN,171
Lubricants & Greases,2008-09,2008,7,JUL,138
Lubricants & Greases,2008-09,2008,8,AUG,246
Lubricants & Greases,2008-09,2008,9,SEP,172
Lubricants & Greases,2008-09,2008,10,OCT,122
Lubricants & Greases,2008-09,2008,11,NOV,110
Lubricants & Greases,2008-09,2008,12,DEC,104
Lubricants & Greases,2008-09,2009,1,JAN,147
Lubricants & Greases,2008-09,2009,2,FEB,167
Lubricants & Greases,2008-09,2009,3,MAR,251
FO & LSHS,2008-09,2008,4,APR,1079
FO & LSHS,2008-09,2008,5,MAY,1000
FO & LSHS,2008-09,2008,6,JUN,1059
FO & LSHS,2008-09,2008,7,JUL,989
FO & LSHS,2008-09,2008,8,AUG,995
FO & LSHS,2008-09,2008,9,SEP,1057
FO & LSHS,2008-09,2008,10,OCT,990
FO & LSHS,2008-09,2008,11,NOV,1014
FO & LSHS,2008-09,2008,12,DEC,1100
FO & LSHS,2008-09,2009,1,JAN,1096
FO & LSHS,2008-09,2009,2,FEB,995
FO & LSHS,2008-09,2009,3,MAR,1214
Bitumen,2008-09,2008,4,APR,492
Bitumen,2008-09,2008,5,MAY,468
Bitumen,2008-09,2008,6,JUN,369
Bitumen,2008-09,2008,7,JUL,222
Bitumen,2008-09,2008,8,AUG,180
Bitumen,2008-09,2008,9,SEP,239
Bitumen,2008-09,2008,10,OCT,307
Bitumen,2008-09,2008,11,NOV,369
Bitumen,2008-09,2008,12,DEC,463
Bitumen,2008-09,2009,1,JAN,469
Bitumen,2008-09,2009,2,FEB,529
Bitumen,2008-09,2009,3,MAR,640
Petroleum coke,2008-09,2008,4,APR,509
Petroleum coke,2008-09,2008,5,MAY,400
Petroleum coke,2008-09,2008,6,JUN,444
Petroleum coke,2008-09,2008,7,JUL,532
Petroleum coke,2008-09,2008,8,AUG,491
Petroleum coke,2008-09,2008,9,SEP,521
Petroleum coke,2008-09,2008,10,OCT,419
Petroleum coke,2008-09,2008,11,NOV,423
Petroleum coke,2008-09,2008,12,DEC,543
Petroleum coke,2008-09,2009,1,JAN,627
Petroleum coke,2008-09,2009,2,FEB,608
Petroleum coke,2008-09,2009,3,MAR,649
Others,2008-09,2008,4,APR,491
Others,2008-09,2008,5,MAY,405
Others,2008-09,2008,6,JUN,446
Others,2008-09,2008,7,JUL,435
Others,2008-09,2008,8,AUG,446
Others,2008-09,2008,9,SEP,438
Others,2008-09,2008,10,OCT,332
Others,2008-09,2008,11,NOV,316
Others,2008-09,2008,12,DEC,324
Others,2008-09,2009,1,JAN,378
Others,2008-09,2009,2,FEB,360
Others,2008-09,2009,3,MAR,378
LPG,2009-10,2009,4,APR,995
LPG,2009-10,2009,5,MAY,996
LPG,2009-10,2009,6,JUN,1010
LPG,2009-10,2009,7,JUL,1079
LPG,2009-10,2009,8,AUG,1046
LPG,2009-10,2009,9,SEP,1052
LPG,2009-10,2009,10,OCT,1134
LPG,2009-10,2009,11,NOV,1099
LPG,2009-10,2009,12,DEC,1192
LPG,2009-10,2010,1,JAN,1170
LPG,2009-10,2010,2,FEB,1165
LPG,2009-10,2010,3,MAR,1199
Naphtha,2009-10,2009,4,APR,1074
Naphtha,2009-10,2009,5,MAY,749
Naphtha,2009-10,2009,6,JUN,964
Naphtha,2009-10,2009,7,JUL,859
Naphtha,2009-10,2009,8,AUG,958
Naphtha,2009-10,2009,9,SEP,907
Naphtha,2009-10,2009,10,OCT,819
Naphtha,2009-10,2009,11,NOV,772
Naphtha,2009-10,2009,12,DEC,720
Naphtha,2009-10,2010,1,JAN,858
Naphtha,2009-10,2010,2,FEB,743
Naphtha,2009-10,2010,3,MAR,711
MS,2009-10,2009,4,APR,1018
MS,2009-10,2009,5,MAY,1106
MS,2009-10,2009,6,JUN,1102
MS,2009-10,2009,7,JUL,1007
MS,2009-10,2009,8,AUG,1047
MS,2009-10,2009,9,SEP,1037
MS,2009-10,2009,10,OCT,1111
MS,2009-10,2009,11,NOV,1017
MS,2009-10,2009,12,DEC,1105
MS,2009-10,2010,1,JAN,1048
MS,2009-10,2010,2,FEB,1063
MS,2009-10,2010,3,MAR,1157
ATF,2009-10,2009,4,APR,378
ATF,2009-10,2009,5,MAY,377
ATF,2009-10,2009,6,JUN,364
ATF,2009-10,2009,7,JUL,377
ATF,2009-10,2009,8,AUG,374
ATF,2009-10,2009,9,SEP,356
ATF,2009-10,2009,10,OCT,395
ATF,2009-10,2009,11,NOV,394
ATF,2009-10,2009,12,DEC,417
ATF,2009-10,2010,1,JAN,397
ATF,2009-10,2010,2,FEB,380
ATF,2009-10,2010,3,MAR,420
SKO,2009-10,2009,4,APR,765
SKO,2009-10,2009,5,MAY,770
SKO,2009-10,2009,6,JUN,782
SKO,2009-10,2009,7,JUL,781
SKO,2009-10,2009,8,AUG,772
SKO,2009-10,2009,9,SEP,767
SKO,2009-10,2009,10,OCT,785
SKO,2009-10,2009,11,NOV,776
SKO,2009-10,2009,12,DEC,805
SKO,2009-10,2010,1,JAN,770
SKO,2009-10,2010,2,FEB,771
SKO,2009-10,2010,3,MAR,761
HSD,2009-10,2009,4,APR,4741
HSD,2009-10,2009,5,MAY,4769
HSD,2009-10,2009,6,JUN,4859
HSD,2009-10,2009,7,JUL,4521
HSD,2009-10,2009,8,AUG,4182
HSD,2009-10,2009,9,SEP,4129
HSD,2009-10,2009,10,OCT,4775
HSD,2009-10,2009,11,NOV,4721
HSD,2009-10,2009,12,DEC,5028
HSD,2009-10,2010,1,JAN,4708
HSD,2009-10,2010,2,FEB,4658
HSD,2009-10,2010,3,MAR,5153
LDO,2009-10,2009,4,APR,35
LDO,2009-10,2009,5,MAY,38
LDO,2009-10,2009,6,JUN,45
LDO,2009-10,2009,7,JUL,45
LDO,2009-10,2009,8,AUG,42
LDO,2009-10,2009,9,SEP,38
LDO,2009-10,2009,10,OCT,42
LDO,2009-10,2009,11,NOV,36
LDO,2009-10,2009,12,DEC,36
LDO,2009-10,2010,1,JAN,34
LDO,2009-10,2010,2,FEB,33
LDO,2009-10,2010,3,MAR,33
Lubricants & Greases,2009-10,2009,4,APR,182
Lubricants & Greases,2009-10,2009,5,MAY,200
Lubricants & Greases,2009-10,2009,6,JUN,239
Lubricants & Greases,2009-10,2009,7,JUL,187
Lubricants & Greases,2009-10,2009,8,AUG,271
Lubricants & Greases,2009-10,2009,9,SEP,193
Lubricants & Greases,2009-10,2009,10,OCT,177
Lubricants & Greases,2009-10,2009,11,NOV,177
Lubricants & Greases,2009-10,2009,12,DEC,240
Lubricants & Greases,2009-10,2010,1,JAN,181
Lubricants & Greases,2009-10,2010,2,FEB,234
Lubricants & Greases,2009-10,2010,3,MAR,260
FO & LSHS,2009-10,2009,4,APR,1054
FO & LSHS,2009-10,2009,5,MAY,1046
FO & LSHS,2009-10,2009,6,JUN,980
FO & LSHS,2009-10,2009,7,JUL,996
FO & LSHS,2009-10,2009,8,AUG,1023
FO & LSHS,2009-10,2009,9,SEP,969
FO & LSHS,2009-10,2009,10,OCT,1023
FO & LSHS,2009-10,2009,11,NOV,879
FO & LSHS,2009-10,2009,12,DEC,918
FO & LSHS,2009-10,2010,1,JAN,877
FO & LSHS,2009-10,2010,2,FEB,857
FO & LSHS,2009-10,2010,3,MAR,1006
Bitumen,2009-10,2009,4,APR,527
Bitumen,2009-10,2009,5,MAY,517
Bitumen,2009-10,2009,6,JUN,475
Bitumen,2009-10,2009,7,JUL,247
Bitumen,2009-10,2009,8,AUG,217
Bitumen,2009-10,2009,9,SEP,241
Bitumen,2009-10,2009,10,OCT,335
Bitumen,2009-10,2009,11,NOV,394
Bitumen,2009-10,2009,12,DEC,464
Bitumen,2009-10,2010,1,JAN,400
Bitumen,2009-10,2010,2,FEB,483
Bitumen,2009-10,2010,3,MAR,634
Petroleum coke,2009-10,2009,4,APR,517
Petroleum coke,2009-10,2009,5,MAY,734
Petroleum coke,2009-10,2009,6,JUN,535
Petroleum coke,2009-10,2009,7,JUL,609
Petroleum coke,2009-10,2009,8,AUG,402
Petroleum coke,2009-10,2009,9,SEP,748
Petroleum coke,2009-10,2009,10,OCT,507
Petroleum coke,2009-10,2009,11,NOV,661
Petroleum coke,2009-10,2009,12,DEC,471
Petroleum coke,2009-10,2010,1,JAN,502
Petroleum coke,2009-10,2010,2,FEB,468
Petroleum coke,2009-10,2010,3,MAR,432
Others,2009-10,2009,4,APR,411
Others,2009-10,2009,5,MAY,420
Others,2009-10,2009,6,JUN,523
Others,2009-10,2009,7,JUL,442
Others,2009-10,2009,8,AUG,527
Others,2009-10,2009,9,SEP,434
Others,2009-10,2009,10,OCT,462
Others,2009-10,2009,11,NOV,472
Others,2009-10,2009,12,DEC,420
Others,2009-10,2010,1,JAN,418
Others,2009-10,2010,2,FEB,412
Others,2009-10,2010,3,MAR,461
LPG,2010-11,2010,4,APR,1079
LPG,2010-11,2010,5,MAY,1073
LPG,2010-11,2010,6,JUN,1092
LPG,2010-11,2010,7,JUL,1163
LPG,2010-11,2010,8,AUG,1155
LPG,2010-11,2010,9,SEP,1169
LPG,2010-11,2010,10,OCT,1215
LPG,2010-11,2010,11,NOV,1200
LPG,2010-11,2010,12,DEC,1329
LPG,2010-11,2011,1,JAN,1281
LPG,2010-11,2011,2,FEB,1246
LPG,2010-11,2011,3,MAR,1330
Naphtha,2010-11,2010,4,APR,892
Naphtha,2010-11,2010,5,MAY,999
Naphtha,2010-11,2010,6,JUN,854
Naphtha,2010-11,2010,7,JUL,967
Naphtha,2010-11,2010,8,AUG,929
Naphtha,2010-11,2010,9,SEP,858
Naphtha,2010-11,2010,10,OCT,738
Naphtha,2010-11,2010,11,NOV,918
Naphtha,2010-11,2010,12,DEC,1013
Naphtha,2010-11,2011,1,JAN,955
Naphtha,2010-11,2011,2,FEB,766
Naphtha,2010-11,2011,3,MAR,788
MS,2010-11,2010,4,APR,1118
MS,2010-11,2010,5,MAY,1251
MS,2010-11,2010,6,JUN,1242
MS,2010-11,2010,7,JUL,1156
MS,2010-11,2010,8,AUG,1168
MS,2010-11,2010,9,SEP,1128
MS,2010-11,2010,10,OCT,1189
MS,2010-11,2010,11,NOV,1193
MS,2010-11,2010,12,DEC,1202
MS,2010-11,2011,1,JAN,1141
MS,2010-11,2011,2,FEB,1136
MS,2010-11,2011,3,MAR,1269
ATF,2010-11,2010,4,APR,393
ATF,2010-11,2010,5,MAY,421
ATF,2010-11,2010,6,JUN,401
ATF,2010-11,2010,7,JUL,401
ATF,2010-11,2010,8,AUG,403
ATF,2010-11,2010,9,SEP,398
ATF,2010-11,2010,10,OCT,434
ATF,2010-11,2010,11,NOV,431
ATF,2010-11,2010,12,DEC,452
ATF,2010-11,2011,1,JAN,446
ATF,2010-11,2011,2,FEB,421
ATF,2010-11,2011,3,MAR,477
SKO,2010-11,2010,4,APR,749
SKO,2010-11,2010,5,MAY,752
SKO,2010-11,2010,6,JUN,709
SKO,2010-11,2010,7,JUL,764
SKO,2010-11,2010,8,AUG,759
SKO,2010-11,2010,9,SEP,730
SKO,2010-11,2010,10,OCT,753
SKO,2010-11,2010,11,NOV,745
SKO,2010-11,2010,12,DEC,737
SKO,2010-11,2011,1,JAN,763
SKO,2010-11,2011,2,FEB,750
SKO,2010-11,2011,3,MAR,717
HSD,2010-11,2010,4,APR,5392
HSD,2010-11,2010,5,MAY,5295
HSD,2010-11,2010,6,JUN,5198
HSD,2010-11,2010,7,JUL,4839
HSD,2010-11,2010,8,AUG,4318
HSD,2010-11,2010,9,SEP,4213
HSD,2010-11,2010,10,OCT,4961
HSD,2010-11,2010,11,NOV,4927
HSD,2010-11,2010,12,DEC,5524
HSD,2010-11,2011,1,JAN,4999
HSD,2010-11,2011,2,FEB,4919
HSD,2010-11,2011,3,MAR,5486
LDO,2010-11,2010,4,APR,29
LDO,2010-11,2010,5,MAY,34
LDO,2010-11,2010,6,JUN,37
LDO,2010-11,2010,7,JUL,40
LDO,2010-11,2010,8,AUG,44
LDO,2010-11,2010,9,SEP,43
LDO,2010-11,2010,10,OCT,39
LDO,2010-11,2010,11,NOV,35
LDO,2010-11,2010,12,DEC,37
LDO,2010-11,2011,1,JAN,36
LDO,2010-11,2011,2,FEB,36
LDO,2010-11,2011,3,MAR,45
Lubricants & Greases,2010-11,2010,4,APR,192
Lubricants & Greases,2010-11,2010,5,MAY,222
Lubricants & Greases,2010-11,2010,6,JUN,165
Lubricants & Greases,2010-11,2010,7,JUL,211
Lubricants & Greases,2010-11,2010,8,AUG,161
Lubricants & Greases,2010-11,2010,9,SEP,200
Lubricants & Greases,2010-11,2010,10,OCT,194
Lubricants & Greases,2010-11,2010,11,NOV,237
Lubricants & Greases,2010-11,2010,12,DEC,178
Lubricants & Greases,2010-11,2011,1,JAN,184
Lubricants & Greases,2010-11,2011,2,FEB,194
Lubricants & Greases,2010-11,2011,3,MAR,292
FO & LSHS,2010-11,2010,4,APR,913
FO & LSHS,2010-11,2010,5,MAY,881
FO & LSHS,2010-11,2010,6,JUN,965
FO & LSHS,2010-11,2010,7,JUL,916
FO & LSHS,2010-11,2010,8,AUG,941
FO & LSHS,2010-11,2010,9,SEP,935
FO & LSHS,2010-11,2010,10,OCT,921
FO & LSHS,2010-11,2010,11,NOV,843
FO & LSHS,2010-11,2010,12,DEC,876
FO & LSHS,2010-11,2011,1,JAN,828
FO & LSHS,2010-11,2011,2,FEB,824
FO & LSHS,2010-11,2011,3,MAR,947
Bitumen,2010-11,2010,4,APR,531
Bitumen,2010-11,2010,5,MAY,516
Bitumen,2010-11,2010,6,JUN,396
Bitumen,2010-11,2010,7,JUL,196
Bitumen,2010-11,2010,8,AUG,125
Bitumen,2010-11,2010,9,SEP,167
Bitumen,2010-11,2010,10,OCT,307
Bitumen,2010-11,2010,11,NOV,302
Bitumen,2010-11,2010,12,DEC,432
Bitumen,2010-11,2011,1,JAN,424
Bitumen,2010-11,2011,2,FEB,513
Bitumen,2010-11,2011,3,MAR,630
Petroleum coke,2010-11,2010,4,APR,464
Petroleum coke,2010-11,2010,5,MAY,518
Petroleum coke,2010-11,2010,6,JUN,468
Petroleum coke,2010-11,2010,7,JUL,407
Petroleum coke,2010-11,2010,8,AUG,347
Petroleum coke,2010-11,2010,9,SEP,293
Petroleum coke,2010-11,2010,10,OCT,414
Petroleum coke,2010-11,2010,11,NOV,350
Petroleum coke,2010-11,2010,12,DEC,357
Petroleum coke,2010-11,2011,1,JAN,450
Petroleum coke,2010-11,2011,2,FEB,383
Petroleum coke,2010-11,2011,3,MAR,531
Others,2010-11,2010,4,APR,395
Others,2010-11,2010,5,MAY,399
Others,2010-11,2010,6,JUN,393
Others,2010-11,2010,7,JUL,404
Others,2010-11,2010,8,AUG,385
Others,2010-11,2010,9,SEP,331
Others,2010-11,2010,10,OCT,471
Others,2010-11,2010,11,NOV,331
Others,2010-11,2010,12,DEC,460
Others,2010-11,2011,1,JAN,370
Others,2010-11,2011,2,FEB,305
Others,2010-11,2011,3,MAR,327
LPG,2011-12,2011,4,APR,1154
LPG,2011-12,2011,5,MAY,1211
LPG,2011-12,2011,6,JUN,1214
LPG,2011-12,2011,7,JUL,1248
LPG,2011-12,2011,8,AUG,1272
LPG,2011-12,2011,9,SEP,1282
LPG,2011-12,2011,10,OCT,1237
LPG,2011-12,2011,11,NOV,1323
LPG,2011-12,2011,12,DEC,1412
LPG,2011-12,2012,1,JAN,1317
LPG,2011-12,2012,2,FEB,1337
LPG,2011-12,2012,3,MAR,1344
Naphtha,2011-12,2011,4,APR,1010
Naphtha,2011-12,2011,5,MAY,961
Naphtha,2011-12,2011,6,JUN,850
Naphtha,2011-12,2011,7,JUL,960
Naphtha,2011-12,2011,8,AUG,904
Naphtha,2011-12,2011,9,SEP,984
Naphtha,2011-12,2011,10,OCT,992
Naphtha,2011-12,2011,11,NOV,1039
Naphtha,2011-12,2011,12,DEC,860
Naphtha,2011-12,2012,1,JAN,865
Naphtha,2011-12,2012,2,FEB,851
Naphtha,2011-12,2012,3,MAR,947
MS,2011-12,2011,4,APR,1202
MS,2011-12,2011,5,MAY,1351
MS,2011-12,2011,6,JUN,1249
MS,2011-12,2011,7,JUL,1212
MS,2011-12,2011,8,AUG,1222
MS,2011-12,2011,9,SEP,1197
MS,2011-12,2011,10,OCT,1252
MS,2011-12,2011,11,NOV,1164
MS,2011-12,2011,12,DEC,1339
MS,2011-12,2012,1,JAN,1164
MS,2011-12,2012,2,FEB,1226
MS,2011-12,2012,3,MAR,1415
ATF,2011-12,2011,4,APR,452
ATF,2011-12,2011,5,MAY,459
ATF,2011-12,2011,6,JUN,443
ATF,2011-12,2011,7,JUL,450
ATF,2011-12,2011,8,AUG,440
ATF,2011-12,2011,9,SEP,445
ATF,2011-12,2011,10,OCT,472
ATF,2011-12,2011,11,NOV,479
ATF,2011-12,2011,12,DEC,482
ATF,2011-12,2012,1,JAN,480
ATF,2011-12,2012,2,FEB,459
ATF,2011-12,2012,3,MAR,476
SKO,2011-12,2011,4,APR,749
SKO,2011-12,2011,5,MAY,732
SKO,2011-12,2011,6,JUN,675
SKO,2011-12,2011,7,JUL,689
SKO,2011-12,2011,8,AUG,671
SKO,2011-12,2011,9,SEP,657
SKO,2011-12,2011,10,OCT,672
SKO,2011-12,2011,11,NOV,679
SKO,2011-12,2011,12,DEC,681
SKO,2011-12,2012,1,JAN,687
SKO,2011-12,2012,2,FEB,677
SKO,2011-12,2012,3,MAR,660
HSD,2011-12,2011,4,APR,5474
HSD,2011-12,2011,5,MAY,5853
HSD,2011-12,2011,6,JUN,5343
HSD,2011-12,2011,7,JUL,5073
HSD,2011-12,2011,8,AUG,4577
HSD,2011-12,2011,9,SEP,4597
HSD,2011-12,2011,10,OCT,5341
HSD,2011-12,2011,11,NOV,5703
HSD,2011-12,2011,12,DEC,5868
HSD,2011-12,2012,1,JAN,5374
HSD,2011-12,2012,2,FEB,5498
HSD,2011-12,2012,3,MAR,6051
LDO,2011-12,2011,4,APR,35
LDO,2011-12,2011,5,MAY,31
LDO,2011-12,2011,6,JUN,39
LDO,2011-12,2011,7,JUL,43
LDO,2011-12,2011,8,AUG,42
LDO,2011-12,2011,9,SEP,40
LDO,2011-12,2011,10,OCT,33
LDO,2011-12,2011,11,NOV,31
LDO,2011-12,2011,12,DEC,32
LDO,2011-12,2012,1,JAN,26
LDO,2011-12,2012,2,FEB,33
LDO,2011-12,2012,3,MAR,31
Lubricants & Greases,2011-12,2011,4,APR,196
Lubricants & Greases,2011-12,2011,5,MAY,195
Lubricants & Greases,2011-12,2011,6,JUN,200
Lubricants & Greases,2011-12,2011,7,JUL,178
Lubricants & Greases,2011-12,2011,8,AUG,235
Lubricants & Greases,2011-12,2011,9,SEP,224
Lubricants & Greases,2011-12,2011,10,OCT,171
Lubricants & Greases,2011-12,2011,11,NOV,267
Lubricants & Greases,2011-12,2011,12,DEC,242
Lubricants & Greases,2011-12,2012,1,JAN,222
Lubricants & Greases,2011-12,2012,2,FEB,215
Lubricants & Greases,2011-12,2012,3,MAR,287
FO & LSHS,2011-12,2011,4,APR,918
FO & LSHS,2011-12,2011,5,MAY,665
FO & LSHS,2011-12,2011,6,JUN,782
FO & LSHS,2011-12,2011,7,JUL,855
FO & LSHS,2011-12,2011,8,AUG,820
FO & LSHS,2011-12,2011,9,SEP,793
FO & LSHS,2011-12,2011,10,OCT,763
FO & LSHS,2011-12,2011,11,NOV,832
FO & LSHS,2011-12,2011,12,DEC,764
FO & LSHS,2011-12,2012,1,JAN,676
FO & LSHS,2011-12,2012,2,FEB,702
FO & LSHS,2011-12,2012,3,MAR,736
Bitumen,2011-12,2011,4,APR,481
Bitumen,2011-12,2011,5,MAY,509
Bitumen,2011-12,2011,6,JUN,362
Bitumen,2011-12,2011,7,JUL,201
Bitumen,2011-12,2011,8,AUG,136
Bitumen,2011-12,2011,9,SEP,187
Bitumen,2011-12,2011,10,OCT,296
Bitumen,2011-12,2011,11,NOV,435
Bitumen,2011-12,2011,12,DEC,484
Bitumen,2011-12,2012,1,JAN,395
Bitumen,2011-12,2012,2,FEB,514
Bitumen,2011-12,2012,3,MAR,639
Petroleum coke,2011-12,2011,4,APR,457
Petroleum coke,2011-12,2011,5,MAY,484
Petroleum coke,2011-12,2011,6,JUN,523
Petroleum coke,2011-12,2011,7,JUL,495
Petroleum coke,2011-12,2011,8,AUG,416
Petroleum coke,2011-12,2011,9,SEP,497
Petroleum coke,2011-12,2011,10,OCT,472
Petroleum coke,2011-12,2011,11,NOV,601
Petroleum coke,2011-12,2011,12,DEC,503
Petroleum coke,2011-12,2012,1,JAN,514
Petroleum coke,2011-12,2012,2,FEB,568
Petroleum coke,2011-12,2012,3,MAR,608
Others,2011-12,2011,4,APR,469
Others,2011-12,2011,5,MAY,430
Others,2011-12,2011,6,JUN,451
Others,2011-12,2011,7,JUL,359
Others,2011-12,2011,8,AUG,451
Others,2011-12,2011,9,SEP,372
Others,2011-12,2011,10,OCT,337
Others,2011-12,2011,11,NOV,466
Others,2011-12,2011,12,DEC,379
Others,2011-12,2012,1,JAN,452
Others,2011-12,2012,2,FEB,356
Others,2011-12,2012,3,MAR,402
LPG,2012-13,2012,4,APR,1232
LPG,2012-13,2012,5,MAY,1315
LPG,2012-13,2012,6,JUN,1290
LPG,2012-13,2012,7,JUL,1323
LPG,2012-13,2012,8,AUG,1333
LPG,2012-13,2012,9,SEP,1271
LPG,2012-13,2012,10,OCT,1298
LPG,2012-13,2012,11,NOV,1279
LPG,2012-13,2012,12,DEC,1305
LPG,2012-13,2013,1,JAN,1318
LPG,2012-13,2013,2,FEB,1281
LPG,2012-13,2013,3,MAR,1355
Naphtha,2012-13,2012,4,APR,893
Naphtha,2012-13,2012,5,MAY,1069
Naphtha,2012-13,2012,6,JUN,963
Naphtha,2012-13,2012,7,JUL,1100
Naphtha,2012-13,2012,8,AUG,1097
Naphtha,2012-13,2012,9,SEP,1019
Naphtha,2012-13,2012,10,OCT,953
Naphtha,2012-13,2012,11,NOV,1121
Naphtha,2012-13,2012,12,DEC,1022
Naphtha,2012-13,2013,1,JAN,1073
Naphtha,2012-13,2013,2,FEB,962
Naphtha,2012-13,2013,3,MAR,1019
MS,2012-13,2012,4,APR,1247
MS,2012-13,2012,5,MAY,1292
