product,financial_year,calendar_year,month_number,month_name,consumption_metric_tonnes
MS,2012-13,2012,6,JUN,1341
MS,2012-13,2012,7,JUL,1312
MS,2012-13,2012,8,AUG,1314
MS,2012-13,2012,9,SEP,1227
MS,2012-13,2012,10,OCT,1323
MS,2012-13,2012,11,NOV,1325
MS,2012-13,2012,12,DEC,1349
MS,2012-13,2013,1,JAN,1301
MS,2012-13,2013,2,FEB,1278
MS,2012-13,2013,3,MAR,1435
ATF,2012-13,2012,4,APR,444
ATF,2012-13,2012,5,MAY,445
ATF,2012-13,2012,6,JUN,422
ATF,2012-13,2012,7,JUL,422
ATF,2012-13,2012,8,AUG,415
ATF,2012-13,2012,9,SEP,412
ATF,2012-13,2012,10,OCT,434
ATF,2012-13,2012,11,NOV,454
ATF,2012-13,2012,12,DEC,455
ATF,2012-13,2013,1,JAN,459
ATF,2012-13,2013,2,FEB,428
ATF,2012-13,2013,3,MAR,482
SKO,2012-13,2012,4,APR,604
SKO,2012-13,2012,5,MAY,623
SKO,2012-13,2012,6,JUN,631
SKO,2012-13,2012,7,JUL,655
SKO,2012-13,2012,8,AUG,624
SKO,2012-13,2012,9,SEP,622
SKO,2012-13,2012,10,OCT,621
SKO,2012-13,2012,11,NOV,625
SKO,2012-13,2012,12,DEC,625
SKO,2012-13,2013,1,JAN,623
SKO,2012-13,2013,2,FEB,626
SKO,2012-13,2013,3,MAR,622
HSD,2012-13,2012,4,APR,5909
HSD,2012-13,2012,5,MAY,6374
HSD,2012-13,2012,6,JUN,6071
HSD,2012-13,2012,7,JUL,5745
HSD,2012-13,2012,8,AUG,5051
HSD,2012-13,2012,9,SEP,4939
HSD,2012-13,2012,10,OCT,5700
HSD,2012-13,2012,11,NOV,5793
HSD,2012-13,2012,12,DEC,6120
HSD,2012-13,2013,1,JAN,5798
HSD,2012-13,2013,2,FEB,5383
HSD,2012-13,2013,3,MAR,6199
LDO,2012-13,2012,4,APR,36
LDO,2012-13,2012,5,MAY,37
LDO,2012-13,2012,6,JUN,31
LDO,2012-13,2012,7,JUL,36
LDO,2012-13,2012,8,AUG,34
LDO,2012-13,2012,9,SEP,37
LDO,2012-13,2012,10,OCT,32
LDO,2012-13,2012,11,NOV,32
LDO,2012-13,2012,12,DEC,27
LDO,2012-13,2013,1,JAN,29
LDO,2012-13,2013,2,FEB,33
LDO,2012-13,2013,3,MAR,34
Lubricants & Greases,2012-13,2012,4,APR,218
Lubricants & Greases,2012-13,2012,5,MAY,282
Lubricants & Greases,2012-13,2012,6,JUN,233
Lubricants & Greases,2012-13,2012,7,JUL,210
Lubricants & Greases,2012-13,2012,8,AUG,362
Lubricants & Greases,2012-13,2012,9,SEP,261
Lubricants & Greases,2012-13,2012,10,OCT,237
Lubricants & Greases,2012-13,2012,11,NOV,355
Lubricants & Greases,2012-13,2012,12,DEC,204
Lubricants & Greases,2012-13,2013,1,JAN,260
Lubricants & Greases,2012-13,2013,2,FEB,260
Lubricants & Greases,2012-13,2013,3,MAR,314
FO & LSHS,2012-13,2012,4,APR,676
FO & LSHS,2012-13,2012,5,MAY,676
FO & LSHS,2012-13,2012,6,JUN,641
FO & LSHS,2012-13,2012,7,JUL,732
FO & LSHS,2012-13,2012,8,AUG,712
FO & LSHS,2012-13,2012,9,SEP,704
FO & LSHS,2012-13,2012,10,OCT,682
FO & LSHS,2012-13,2012,11,NOV,586
FO & LSHS,2012-13,2012,12,DEC,566
FO & LSHS,2012-13,2013,1,JAN,622
FO & LSHS,2012-13,2013,2,FEB,518
FO & LSHS,2012-13,2013,3,MAR,543
Bitumen,2012-13,2012,4,APR,451
Bitumen,2012-13,2012,5,MAY,469
Bitumen,2012-13,2012,6,JUN,375
Bitumen,2012-13,2012,7,JUL,196
Bitumen,2012-13,2012,8,AUG,133
Bitumen,2012-13,2012,9,SEP,158
Bitumen,2012-13,2012,10,OCT,383
Bitumen,2012-13,2012,11,NOV,417
Bitumen,2012-13,2012,12,DEC,455
Bitumen,2012-13,2013,1,JAN,443
Bitumen,2012-13,2013,2,FEB,491
Bitumen,2012-13,2013,3,MAR,706
Petroleum coke,2012-13,2012,4,APR,742
Petroleum coke,2012-13,2012,5,MAY,780
Petroleum coke,2012-13,2012,6,JUN,789
Petroleum coke,2012-13,2012,7,JUL,764
Petroleum coke,2012-13,2012,8,AUG,953
Petroleum coke,2012-13,2012,9,SEP,785
Petroleum coke,2012-13,2012,10,OCT,870
Petroleum coke,2012-13,2012,11,NOV,809
Petroleum coke,2012-13,2012,12,DEC,945
Petroleum coke,2012-13,2013,1,JAN,1005
Petroleum coke,2012-13,2013,2,FEB,866
Petroleum coke,2012-13,2013,3,MAR,828
Others,2012-13,2012,4,APR,393
Others,2012-13,2012,5,MAY,472
Others,2012-13,2012,6,JUN,433
Others,2012-13,2012,7,JUL,487
Others,2012-13,2012,8,AUG,487
Others,2012-13,2012,9,SEP,431
Others,2012-13,2012,10,OCT,440
Others,2012-13,2012,11,NOV,501
Others,2012-13,2012,12,DEC,422
Others,2012-13,2013,1,JAN,491
Others,2012-13,2013,2,FEB,406
Others,2012-13,2013,3,MAR,545
LPG,2013-14,2013,4,APR,1228
LPG,2013-14,2013,5,MAY,1247
LPG,2013-14,2013,6,JUN,1210
LPG,2013-14,2013,7,JUL,1359
LPG,2013-14,2013,8,AUG,1318
LPG,2013-14,2013,9,SEP,1338
LPG,2013-14,2013,10,OCT,1399
LPG,2013-14,2013,11,NOV,1378
LPG,2013-14,2013,12,DEC,1426
LPG,2013-14,2014,1,JAN,1466
LPG,2013-14,2014,2,FEB,1392
LPG,2013-14,2014,3,MAR,1533
Naphtha,2013-14,2013,4,APR,923
Naphtha,2013-14,2013,5,MAY,871
Naphtha,2013-14,2013,6,JUN,922
Naphtha,2013-14,2013,7,JUL,952
Naphtha,2013-14,2013,8,AUG,1003
Naphtha,2013-14,2013,9,SEP,925
Naphtha,2013-14,2013,10,OCT,892
Naphtha,2013-14,2013,11,NOV,958
Naphtha,2013-14,2013,12,DEC,933
Naphtha,2013-14,2014,1,JAN,990
Naphtha,2013-14,2014,2,FEB,957
Naphtha,2013-14,2014,3,MAR,978
MS,2013-14,2013,4,APR,1270
MS,2013-14,2013,5,MAY,1696
MS,2013-14,2013,6,JUN,1415
MS,2013-14,2013,7,JUL,1406
MS,2013-14,2013,8,AUG,1483
MS,2013-14,2013,9,SEP,1232
MS,2013-14,2013,10,OCT,1462
MS,2013-14,2013,11,NOV,1460
MS,2013-14,2013,12,DEC,1454
MS,2013-14,2014,1,JAN,1384
MS,2013-14,2014,2,FEB,1379
MS,2013-14,2014,3,MAR,1489
ATF,2013-14,2013,4,APR,451
ATF,2013-14,2013,5,MAY,461
ATF,2013-14,2013,6,JUN,439
ATF,2013-14,2013,7,JUL,440
ATF,2013-14,2013,8,AUG,440
ATF,2013-14,2013,9,SEP,442
ATF,2013-14,2013,10,OCT,465
ATF,2013-14,2013,11,NOV,470
ATF,2013-14,2013,12,DEC,473
ATF,2013-14,2014,1,JAN,483
ATF,2013-14,2014,2,FEB,447
ATF,2013-14,2014,3,MAR,494
SKO,2013-14,2013,4,APR,593
SKO,2013-14,2013,5,MAY,610
SKO,2013-14,2013,6,JUN,594
SKO,2013-14,2013,7,JUL,603
SKO,2013-14,2013,8,AUG,601
SKO,2013-14,2013,9,SEP,580
SKO,2013-14,2013,10,OCT,609
SKO,2013-14,2013,11,NOV,597
SKO,2013-14,2013,12,DEC,592
SKO,2013-14,2014,1,JAN,604
SKO,2013-14,2014,2,FEB,589
SKO,2013-14,2014,3,MAR,593
HSD,2013-14,2013,4,APR,6155
HSD,2013-14,2013,5,MAY,6394
HSD,2013-14,2013,6,JUN,5943
HSD,2013-14,2013,7,JUL,5400
HSD,2013-14,2013,8,AUG,5048
HSD,2013-14,2013,9,SEP,4908
HSD,2013-14,2013,10,OCT,5615
HSD,2013-14,2013,11,NOV,5826
HSD,2013-14,2013,12,DEC,5973
HSD,2013-14,2014,1,JAN,5639
HSD,2013-14,2014,2,FEB,5380
HSD,2013-14,2014,3,MAR,6083
LDO,2013-14,2013,4,APR,27
LDO,2013-14,2013,5,MAY,35
LDO,2013-14,2013,6,JUN,41
LDO,2013-14,2013,7,JUL,30
LDO,2013-14,2013,8,AUG,39
LDO,2013-14,2013,9,SEP,28
LDO,2013-14,2013,10,OCT,31
LDO,2013-14,2013,11,NOV,27
LDO,2013-14,2013,12,DEC,30
LDO,2013-14,2014,1,JAN,34
LDO,2013-14,2014,2,FEB,20
LDO,2013-14,2014,3,MAR,44
Lubricants & Greases,2013-14,2013,4,APR,220
Lubricants & Greases,2013-14,2013,5,MAY,315
Lubricants & Greases,2013-14,2013,6,JUN,254
Lubricants & Greases,2013-14,2013,7,JUL,293
Lubricants & Greases,2013-14,2013,8,AUG,264
Lubricants & Greases,2013-14,2013,9,SEP,195
Lubricants & Greases,2013-14,2013,10,OCT,275
Lubricants & Greases,2013-14,2013,11,NOV,206
Lubricants & Greases,2013-14,2013,12,DEC,325
Lubricants & Greases,2013-14,2014,1,JAN,367
Lubricants & Greases,2013-14,2014,2,FEB,284
Lubricants & Greases,2013-14,2014,3,MAR,307
FO & LSHS,2013-14,2013,4,APR,533
FO & LSHS,2013-14,2013,5,MAY,530
FO & LSHS,2013-14,2013,6,JUN,483
FO & LSHS,2013-14,2013,7,JUL,606
FO & LSHS,2013-14,2013,8,AUG,581
FO & LSHS,2013-14,2013,9,SEP,459
FO & LSHS,2013-14,2013,10,OCT,560
FO & LSHS,2013-14,2013,11,NOV,479
FO & LSHS,2013-14,2013,12,DEC,522
FO & LSHS,2013-14,2014,1,JAN,491
FO & LSHS,2013-14,2014,2,FEB,417
FO & LSHS,2013-14,2014,3,MAR,575
Bitumen,2013-14,2013,4,APR,557
Bitumen,2013-14,2013,5,MAY,594
Bitumen,2013-14,2013,6,JUN,364
Bitumen,2013-14,2013,7,JUL,187
Bitumen,2013-14,2013,8,AUG,141
Bitumen,2013-14,2013,9,SEP,219
Bitumen,2013-14,2013,10,OCT,344
Bitumen,2013-14,2013,11,NOV,410
Bitumen,2013-14,2013,12,DEC,530
Bitumen,2013-14,2014,1,JAN,458
Bitumen,2013-14,2014,2,FEB,542
Bitumen,2013-14,2014,3,MAR,661
Petroleum coke,2013-14,2013,4,APR,760
Petroleum coke,2013-14,2013,5,MAY,1021
Petroleum coke,2013-14,2013,6,JUN,818
Petroleum coke,2013-14,2013,7,JUL,1071
Petroleum coke,2013-14,2013,8,AUG,993
Petroleum coke,2013-14,2013,9,SEP,1054
Petroleum coke,2013-14,2013,10,OCT,1105
Petroleum coke,2013-14,2013,11,NOV,876
Petroleum coke,2013-14,2013,12,DEC,889
Petroleum coke,2013-14,2014,1,JAN,1075
Petroleum coke,2013-14,2014,2,FEB,1021
Petroleum coke,2013-14,2014,3,MAR,1073
Others,2013-14,2013,4,APR,471
Others,2013-14,2013,5,MAY,465
Others,2013-14,2013,6,JUN,532
Others,2013-14,2013,7,JUL,514
Others,2013-14,2013,8,AUG,537
Others,2013-14,2013,9,SEP,562
Others,2013-14,2013,10,OCT,465
Others,2013-14,2013,11,NOV,567
Others,2013-14,2013,12,DEC,444
Others,2013-14,2014,1,JAN,531
Others,2013-14,2014,2,FEB,409
Others,2013-14,2014,3,MAR,460
LPG,2014-15,2014,4,APR,1349
LPG,2014-15,2014,5,MAY,1423
LPG,2014-15,2014,6,JUN,1349
LPG,2014-15,2014,7,JUL,1422
LPG,2014-15,2014,8,AUG,1436
LPG,2014-15,2014,9,SEP,1550
LPG,2014-15,2014,10,OCT,1499
LPG,2014-15,2014,11,NOV,1574
LPG,2014-15,2014,12,DEC,1677
LPG,2014-15,2015,1,JAN,1617
LPG,2014-15,2015,2,FEB,1497
LPG,2014-15,2015,3,MAR,1608
Naphtha,2014-15,2014,4,APR,871
Naphtha,2014-15,2014,5,MAY,1001
Naphtha,2014-15,2014,6,JUN,947
Naphtha,2014-15,2014,7,JUL,990
Naphtha,2014-15,2014,8,AUG,957
Naphtha,2014-15,2014,9,SEP,832
Naphtha,2014-15,2014,10,OCT,797
Naphtha,2014-15,2014,11,NOV,752
Naphtha,2014-15,2014,12,DEC,895
Naphtha,2014-15,2015,1,JAN,896
Naphtha,2014-15,2015,2,FEB,972
Naphtha,2014-15,2015,3,MAR,1176
MS,2014-15,2014,4,APR,1502
MS,2014-15,2014,5,MAY,1683
MS,2014-15,2014,6,JUN,1611
MS,2014-15,2014,7,JUL,1481
MS,2014-15,2014,8,AUG,1599
MS,2014-15,2014,9,SEP,1499
MS,2014-15,2014,10,OCT,1616
MS,2014-15,2014,11,NOV,1513
MS,2014-15,2014,12,DEC,1629
MS,2014-15,2015,1,JAN,1629
MS,2014-15,2015,2,FEB,1630
MS,2014-15,2015,3,MAR,1684
ATF,2014-15,2014,4,APR,474
ATF,2014-15,2014,5,MAY,482
ATF,2014-15,2014,6,JUN,450
ATF,2014-15,2014,7,JUL,468
ATF,2014-15,2014,8,AUG,479
ATF,2014-15,2014,9,SEP,475
ATF,2014-15,2014,10,OCT,479
ATF,2014-15,2014,11,NOV,463
ATF,2014-15,2014,12,DEC,484
ATF,2014-15,2015,1,JAN,497
ATF,2014-15,2015,2,FEB,455
ATF,2014-15,2015,3,MAR,517
SKO,2014-15,2014,4,APR,584
SKO,2014-15,2014,5,MAY,591
SKO,2014-15,2014,6,JUN,595
SKO,2014-15,2014,7,JUL,591
SKO,2014-15,2014,8,AUG,592
SKO,2014-15,2014,9,SEP,591
SKO,2014-15,2014,10,OCT,595
SKO,2014-15,2014,11,NOV,601
SKO,2014-15,2014,12,DEC,600
SKO,2014-15,2015,1,JAN,568
SKO,2014-15,2015,2,FEB,589
SKO,2014-15,2015,3,MAR,590
HSD,2014-15,2014,4,APR,5933
HSD,2014-15,2014,5,MAY,6477
HSD,2014-15,2014,6,JUN,6139
HSD,2014-15,2014,7,JUL,5741
HSD,2014-15,2014,8,AUG,5121
HSD,2014-15,2014,9,SEP,4899
HSD,2014-15,2014,10,OCT,5455
HSD,2014-15,2014,11,NOV,6007
HSD,2014-15,2014,12,DEC,6148
HSD,2014-15,2015,1,JAN,5820
HSD,2014-15,2015,2,FEB,5784
HSD,2014-15,2015,3,MAR,5893
LDO,2014-15,2014,4,APR,27
LDO,2014-15,2014,5,MAY,30
LDO,2014-15,2014,6,JUN,30
LDO,2014-15,2014,7,JUL,32
LDO,2014-15,2014,8,AUG,28
LDO,2014-15,2014,9,SEP,33
LDO,2014-15,2014,10,OCT,23
LDO,2014-15,2014,11,NOV,25
LDO,2014-15,2014,12,DEC,29
LDO,2014-15,2015,1,JAN,38
LDO,2014-15,2015,2,FEB,35
LDO,2014-15,2015,3,MAR,37
Lubricants & Greases,2014-15,2014,4,APR,343
Lubricants & Greases,2014-15,2014,5,MAY,439
Lubricants & Greases,2014-15,2014,6,JUN,203
Lubricants & Greases,2014-15,2014,7,JUL,237
Lubricants & Greases,2014-15,2014,8,AUG,323
Lubricants & Greases,2014-15,2014,9,SEP,228
Lubricants & Greases,2014-15,2014,10,OCT,239
Lubricants & Greases,2014-15,2014,11,NOV,225
Lubricants & Greases,2014-15,2014,12,DEC,226
Lubricants & Greases,2014-15,2015,1,JAN,197
Lubricants & Greases,2014-15,2015,2,FEB,290
Lubricants & Greases,2014-15,2015,3,MAR,361
FO & LSHS,2014-15,2014,4,APR,443
FO & LSHS,2014-15,2014,5,MAY,496
FO & LSHS,2014-15,2014,6,JUN,514
FO & LSHS,2014-15,2014,7,JUL,440
FO & LSHS,2014-15,2014,8,AUG,562
FO & LSHS,2014-15,2014,9,SEP,549
FO & LSHS,2014-15,2014,10,OCT,427
FO & LSHS,2014-15,2014,11,NOV,492
FO & LSHS,2014-15,2014,12,DEC,473
FO & LSHS,2014-15,2015,1,JAN,522
FO & LSHS,2014-15,2015,2,FEB,543
FO & LSHS,2014-15,2015,3,MAR,500
Bitumen,2014-15,2014,4,APR,578
Bitumen,2014-15,2014,5,MAY,572
Bitumen,2014-15,2014,6,JUN,493
Bitumen,2014-15,2014,7,JUL,240
Bitumen,2014-15,2014,8,AUG,166
Bitumen,2014-15,2014,9,SEP,219
Bitumen,2014-15,2014,10,OCT,292
Bitumen,2014-15,2014,11,NOV,425
Bitumen,2014-15,2014,12,DEC,482
Bitumen,2014-15,2015,1,JAN,426
Bitumen,2014-15,2015,2,FEB,551
Bitumen,2014-15,2015,3,MAR,629
Petroleum coke,2014-15,2014,4,APR,946
Petroleum coke,2014-15,2014,5,MAY,1112
Petroleum coke,2014-15,2014,6,JUN,1122
Petroleum coke,2014-15,2014,7,JUL,1149
Petroleum coke,2014-15,2014,8,AUG,1177
Petroleum coke,2014-15,2014,9,SEP,1376
Petroleum coke,2014-15,2014,10,OCT,1081
Petroleum coke,2014-15,2014,11,NOV,1161
Petroleum coke,2014-15,2014,12,DEC,1549
Petroleum coke,2014-15,2015,1,JAN,1323
Petroleum coke,2014-15,2015,2,FEB,1383
Petroleum coke,2014-15,2015,3,MAR,1180
Others,2014-15,2014,4,APR,436
Others,2014-15,2014,5,MAY,435
Others,2014-15,2014,6,JUN,527
Others,2014-15,2014,7,JUL,502
Others,2014-15,2014,8,AUG,466
Others,2014-15,2014,9,SEP,519
Others,2014-15,2014,10,OCT,454
Others,2014-15,2014,11,NOV,666
Others,2014-15,2014,12,DEC,435
Others,2014-15,2015,1,JAN,408
Others,2014-15,2015,2,FEB,518
Others,2014-15,2015,3,MAR,504
LPG,2015-16,2015,4,APR,1480
LPG,2015-16,2015,5,MAY,1497
LPG,2015-16,2015,6,JUN,1490
LPG,2015-16,2015,7,JUL,1583
LPG,2015-16,2015,8,AUG,1550
LPG,2015-16,2015,9,SEP,1620
LPG,2015-16,2015,10,OCT,1688
LPG,2015-16,2015,11,NOV,1616
LPG,2015-16,2015,12,DEC,1796
LPG,2015-16,2016,1,JAN,1705
LPG,2015-16,2016,2,FEB,1747
LPG,2015-16,2016,3,MAR,1852
Naphtha,2015-16,2015,4,APR,942
Naphtha,2015-16,2015,5,MAY,1240
Naphtha,2015-16,2015,6,JUN,1026
Naphtha,2015-16,2015,7,JUL,1174
Naphtha,2015-16,2015,8,AUG,1194
Naphtha,2015-16,2015,9,SEP,1048
Naphtha,2015-16,2015,10,OCT,1087
Naphtha,2015-16,2015,11,NOV,1012
Naphtha,2015-16,2015,12,DEC,1143
Naphtha,2015-16,2016,1,JAN,1164
Naphtha,2015-16,2016,2,FEB,1072
Naphtha,2015-16,2016,3,MAR,1168
MS,2015-16,2015,4,APR,1784
MS,2015-16,2015,5,MAY,1834
MS,2015-16,2015,6,JUN,1767
MS,2015-16,2015,7,JUL,1672
MS,2015-16,2015,8,AUG,1764
MS,2015-16,2015,9,SEP,1879
MS,2015-16,2015,10,OCT,1851
MS,2015-16,2015,11,NOV,1773
MS,2015-16,2015,12,DEC,1822
MS,2015-16,2016,1,JAN,1815
MS,2015-16,2016,2,FEB,1840
MS,2015-16,2016,3,MAR,2047
ATF,2015-16,2015,4,APR,494
ATF,2015-16,2015,5,MAY,501
ATF,2015-16,2015,6,JUN,513
ATF,2015-16,2015,7,JUL,500
ATF,2015-16,2015,8,AUG,502
ATF,2015-16,2015,9,SEP,497
ATF,2015-16,2015,10,OCT,534
ATF,2015-16,2015,11,NOV,539
ATF,2015-16,2015,12,DEC,547
ATF,2015-16,2016,1,JAN,532
ATF,2015-16,2016,2,FEB,524
ATF,2015-16,2016,3,MAR,580
SKO,2015-16,2015,4,APR,568
SKO,2015-16,2015,5,MAY,577
SKO,2015-16,2015,6,JUN,567
SKO,2015-16,2015,7,JUL,576
SKO,2015-16,2015,8,AUG,573
SKO,2015-16,2015,9,SEP,563
SKO,2015-16,2015,10,OCT,576
SKO,2015-16,2015,11,NOV,567
SKO,2015-16,2015,12,DEC,574
SKO,2015-16,2016,1,JAN,560
SKO,2015-16,2016,2,FEB,560
SKO,2015-16,2016,3,MAR,566
HSD,2015-16,2015,4,APR,6485
HSD,2015-16,2015,5,MAY,6435
HSD,2015-16,2015,6,JUN,6291
HSD,2015-16,2015,7,JUL,5705
HSD,2015-16,2015,8,AUG,5426
HSD,2015-16,2015,9,SEP,5885
HSD,2015-16,2015,10,OCT,6347
HSD,2015-16,2015,11,NOV,6110
HSD,2015-16,2015,12,DEC,6485
HSD,2015-16,2016,1,JAN,6285
HSD,2015-16,2016,2,FEB,6412
HSD,2015-16,2016,3,MAR,6783
LDO,2015-16,2015,4,APR,26
LDO,2015-16,2015,5,MAY,25
LDO,2015-16,2015,6,JUN,41
LDO,2015-16,2015,7,JUL,35
LDO,2015-16,2015,8,AUG,31
LDO,2015-16,2015,9,SEP,37
LDO,2015-16,2015,10,OCT,36
LDO,2015-16,2015,11,NOV,27
LDO,2015-16,2015,12,DEC,36
LDO,2015-16,2016,1,JAN,32
LDO,2015-16,2016,2,FEB,32
LDO,2015-16,2016,3,MAR,49
Lubricants & Greases,2015-16,2015,4,APR,295
Lubricants & Greases,2015-16,2015,5,MAY,268
Lubricants & Greases,2015-16,2015,6,JUN,300
Lubricants & Greases,2015-16,2015,7,JUL,270
Lubricants & Greases,2015-16,2015,8,AUG,260
Lubricants & Greases,2015-16,2015,9,SEP,288
Lubricants & Greases,2015-16,2015,10,OCT,241
Lubricants & Greases,2015-16,2015,11,NOV,302
Lubricants & Greases,2015-16,2015,12,DEC,294
Lubricants & Greases,2015-16,2016,1,JAN,312
Lubricants & Greases,2015-16,2016,2,FEB,337
Lubricants & Greases,2015-16,2016,3,MAR,403
FO & LSHS,2015-16,2015,4,APR,486
FO & LSHS,2015-16,2015,5,MAY,449
FO & LSHS,2015-16,2015,6,JUN,509
FO & LSHS,2015-16,2015,7,JUL,537
FO & LSHS,2015-16,2015,8,AUG,531
FO & LSHS,2015-16,2015,9,SEP,595
FO & LSHS,2015-16,2015,10,OCT,526
FO & LSHS,2015-16,2015,11,NOV,508
FO & LSHS,2015-16,2015,12,DEC,522
FO & LSHS,2015-16,2016,1,JAN,628
FO & LSHS,2015-16,2016,2,FEB,603
FO & LSHS,2015-16,2016,3,MAR,740
Bitumen,2015-16,2015,4,APR,565
Bitumen,2015-16,2015,5,MAY,592
Bitumen,2015-16,2015,6,JUN,461
Bitumen,2015-16,2015,7,JUL,286
Bitumen,2015-16,2015,8,AUG,239
Bitumen,2015-16,2015,9,SEP,301
Bitumen,2015-16,2015,10,OCT,520
Bitumen,2015-16,2015,11,NOV,433
Bitumen,2015-16,2015,12,DEC,569
Bitumen,2015-16,2016,1,JAN,550
Bitumen,2015-16,2016,2,FEB,635
Bitumen,2015-16,2016,3,MAR,788
Petroleum coke,2015-16,2015,4,APR,1126
Petroleum coke,2015-16,2015,5,MAY,1572
Petroleum coke,2015-16,2015,6,JUN,1263
Petroleum coke,2015-16,2015,7,JUL,1554
Petroleum coke,2015-16,2015,8,AUG,1534
Petroleum coke,2015-16,2015,9,SEP,1634
Petroleum coke,2015-16,2015,10,OCT,1523
Petroleum coke,2015-16,2015,11,NOV,1407
Petroleum coke,2015-16,2015,12,DEC,1508
Petroleum coke,2015-16,2016,1,JAN,2159
Petroleum coke,2015-16,2016,2,FEB,2050
Petroleum coke,2015-16,2016,3,MAR,1968
Others,2015-16,2015,4,APR,485
Others,2015-16,2015,5,MAY,504
Others,2015-16,2015,6,JUN,546
Others,2015-16,2015,7,JUL,480
Others,2015-16,2015,8,AUG,591
Others,2015-16,2015,9,SEP,560
Others,2015-16,2015,10,OCT,536
Others,2015-16,2015,11,NOV,550
Others,2015-16,2015,12,DEC,551
Others,2015-16,2016,1,JAN,496
Others,2015-16,2016,2,FEB,527
Others,2015-16,2016,3,MAR,528
LPG,2016-17,2016,4,APR,1597
LPG,2016-17,2016,5,MAY,1606
LPG,2016-17,2016,6,JUN,1613
LPG,2016-17,2016,7,JUL,1722
LPG,2016-17,2016,8,AUG,1846
LPG,2016-17,2016,9,SEP,1873
LPG,2016-17,2016,10,OCT,1858
LPG,2016-17,2016,11,NOV,1873
LPG,2016-17,2016,12,DEC,1939
LPG,2016-17,2017,1,JAN,1989
LPG,2016-17,2017,2,FEB,1804
LPG,2016-17,2017,3,MAR,1888
Naphtha,2016-17,2016,4,APR,1190
Naphtha,2016-17,2016,5,MAY,1081
Naphtha,2016-17,2016,6,JUN,1127
Naphtha,2016-17,2016,7,JUL,1199
Naphtha,2016-17,2016,8,AUG,1146
Naphtha,2016-17,2016,9,SEP,1079
Naphtha,2016-17,2016,10,OCT,1155
Naphtha,2016-17,2016,11,NOV,1075
Naphtha,2016-17,2016,12,DEC,1036
Naphtha,2016-17,2017,1,JAN,987
Naphtha,2016-17,2017,2,FEB,1070
Naphtha,2016-17,2017,3,MAR,1096
MS,2016-17,2016,4,APR,1996
MS,2016-17,2016,5,MAY,2083
MS,2016-17,2016,6,JUN,1846
MS,2016-17,2016,7,JUL,1918
MS,2016-17,2016,8,AUG,2205
MS,2016-17,2016,9,SEP,1815
MS,2016-17,2016,10,OCT,2106
MS,2016-17,2016,11,NOV,2026
MS,2016-17,2016,12,DEC,1965
MS,2016-17,2017,1,JAN,1804
MS,2016-17,2017,2,FEB,1896
MS,2016-17,2017,3,MAR,2105
ATF,2016-17,2016,4,APR,557
ATF,2016-17,2016,5,MAY,571
ATF,2016-17,2016,6,JUN,553
ATF,2016-17,2016,7,JUL,558
ATF,2016-17,2016,8,AUG,555
ATF,2016-17,2016,9,SEP,574
ATF,2016-17,2016,10,OCT,570
ATF,2016-17,2016,11,NOV,591
ATF,2016-17,2016,12,DEC,641
ATF,2016-17,2017,1,JAN,632
ATF,2016-17,2017,2,FEB,579
ATF,2016-17,2017,3,MAR,617
SKO,2016-17,2016,4,APR,516
SKO,2016-17,2016,5,MAY,530
SKO,2016-17,2016,6,JUN,533
SKO,2016-17,2016,7,JUL,502
SKO,2016-17,2016,8,AUG,497
SKO,2016-17,2016,9,SEP,501
SKO,2016-17,2016,10,OCT,380
SKO,2016-17,2016,11,NOV,387
SKO,2016-17,2016,12,DEC,399
SKO,2016-17,2017,1,JAN,367
SKO,2016-17,2017,2,FEB,371
SKO,2016-17,2017,3,MAR,414
HSD,2016-17,2016,4,APR,6768
HSD,2016-17,2016,5,MAY,6958
HSD,2016-17,2016,6,JUN,6386
HSD,2016-17,2016,7,JUL,5807
HSD,2016-17,2016,8,AUG,6134
HSD,2016-17,2016,9,SEP,5213
HSD,2016-17,2016,10,OCT,6675
HSD,2016-17,2016,11,NOV,6750
HSD,2016-17,2016,12,DEC,6570
HSD,2016-17,2017,1,JAN,5804
HSD,2016-17,2017,2,FEB,6161
HSD,2016-17,2017,3,MAR,6802
LDO,2016-17,2016,4,APR,34
LDO,2016-17,2016,5,MAY,36
LDO,2016-17,2016,6,JUN,37
LDO,2016-17,2016,7,JUL,35
LDO,2016-17,2016,8,AUG,41
LDO,2016-17,2016,9,SEP,37
LDO,2016-17,2016,10,OCT,43
LDO,2016-17,2016,11,NOV,42
LDO,2016-17,2016,12,DEC,39
LDO,2016-17,2017,1,JAN,35
LDO,2016-17,2017,2,FEB,35
LDO,2016-17,2017,3,MAR,35
Lubricants & Greases,2016-17,2016,4,APR,283
Lubricants & Greases,2016-17,2016,5,MAY,299
Lubricants & Greases,2016-17,2016,6,JUN,336
Lubricants & Greases,2016-17,2016,7,JUL,324
Lubricants & Greases,2016-17,2016,8,AUG,254
Lubricants & Greases,2016-17,2016,9,SEP,247
Lubricants & Greases,2016-17,2016,10,OCT,276
Lubricants & Greases,2016-17,2016,11,NOV,296
Lubricants & Greases,2016-17,2016,12,DEC,296
Lubricants & Greases,2016-17,2017,1,JAN,276
Lubricants & Greases,2016-17,2017,2,FEB,283
Lubricants & Greases,2016-17,2017,3,MAR,300
FO & LSHS,2016-17,2016,4,APR,656
FO & LSHS,2016-17,2016,5,MAY,639
