date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export,ObjectId
2019/03/10 00:00:00+00,2019,3,10,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459202
2019/03/11 00:00:00+00,2019,3,11,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38140.2658507748,0.0,38140.2658507748,459204
2019/03/12 00:00:00+00,2019,3,12,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459206
2019/03/13 00:00:00+00,2019,3,13,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459208
2019/03/14 00:00:00+00,2019,3,14,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459210
2019/03/15 00:00:00+00,2019,3,15,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46449.6750747545,0.0,46449.6750747545,459212
2019/04/29 00:00:00+00,2019,4,29,port1199,Sikka,India,IND,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,24243.2591042415,0.0,24243.2591042415,0.0,0.0,0.0,0.0,76029.2323264242,0.0,76029.2323264242,459257
2019/01/19 00:00:00+00,2019,1,19,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459258
2019/04/30 00:00:00+00,2019,4,30,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8939.90925345912,0.0,8939.90925345912,459264
2019/03/16 00:00:00+00,2019,3,16,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459268
2019/01/20 00:00:00+00,2019,1,20,port1199,Sikka,India,IND,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459270
2019/05/01 00:00:00+00,2019,5,1,port1199,Sikka,India,IND,0,0,0,0,5,0,5,0.0,0.0,0.0,0.0,20408.8651293118,0.0,20408.8651293118,0.0,0.0,0.0,0.0,71645.5020157119,0.0,71645.5020157119,459271
2019/03/17 00:00:00+00,2019,3,17,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2117.65935596672,0.0,2117.65935596672,459275
2019/01/21 00:00:00+00,2019,1,21,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459277
2019/05/02 00:00:00+00,2019,5,2,port1199,Sikka,India,IND,0,1,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37610.3953862968,0.0,0.0,8834.43882842123,37610.3953862968,46444.834214718,459278
2019/01/22 00:00:00+00,2019,1,22,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,4625.08542477014,0.0,4625.08542477014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459283
2019/05/03 00:00:00+00,2019,5,3,port1199,Sikka,India,IND,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64429.7047908054,0.0,64429.7047908054,459284
2019/03/18 00:00:00+00,2019,3,18,port1199,Sikka,India,IND,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45675.091149612,0.0,45675.091149612,459288
2019/05/04 00:00:00+00,2019,5,4,port1199,Sikka,India,IND,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,1372.38840901286,0.0,1372.38840901286,0.0,0.0,0.0,0.0,50662.396378439,0.0,50662.396378439,459291
2019/01/23 00:00:00+00,2019,1,23,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459292
2019/03/19 00:00:00+00,2019,3,19,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,11453.8528391546,0.0,11453.8528391546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459295
2019/05/05 00:00:00+00,2019,5,5,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16215.2787081267,0.0,16215.2787081267,459298
2019/01/24 00:00:00+00,2019,1,24,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,931.512825132246,0.0,931.512825132246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459299
2019/03/20 00:00:00+00,2019,3,20,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459302
2019/05/06 00:00:00+00,2019,5,6,port1199,Sikka,India,IND,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,52984.8463416288,0.0,52984.8463416288,0.0,0.0,0.0,0.0,49693.0282205083,0.0,49693.0282205083,459305
2019/01/25 00:00:00+00,2019,1,25,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459306
2019/03/21 00:00:00+00,2019,3,21,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50821.1181063563,0.0,50821.1181063563,459309
2019/05/07 00:00:00+00,2019,5,7,port1199,Sikka,India,IND,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,5404.76842040974,0.0,5404.76842040974,0.0,0.0,0.0,0.0,47228.9992382489,0.0,47228.9992382489,459312
2019/01/26 00:00:00+00,2019,1,26,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7652.67892378523,0.0,7652.67892378523,459313
2019/05/08 00:00:00+00,2019,5,8,port1199,Sikka,India,IND,0,0,1,0,2,1,3,0.0,0.0,0.0,0.0,4.85740753831965,0.0,4.85740753831965,0.0,0.0,0.0,0.0,16127.1209261459,0.0,16127.1209261459,459357
2019/01/27 00:00:00+00,2019,1,27,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38948.3515154203,0.0,38948.3515154203,459358
2019/03/22 00:00:00+00,2019,3,22,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459363
2019/05/09 00:00:00+00,2019,5,9,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26156.2850350569,0.0,26156.2850350569,459366
2019/03/23 00:00:00+00,2019,3,23,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459369
2019/01/28 00:00:00+00,2019,1,28,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459370
2019/05/10 00:00:00+00,2019,5,10,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15205.3552933049,0.0,15205.3552933049,459372
2019/03/24 00:00:00+00,2019,3,24,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52898.712369743,0.0,52898.712369743,459375
2019/01/29 00:00:00+00,2019,1,29,port1199,Sikka,India,IND,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,184.239005818262,0.0,184.239005818262,0.0,0.0,0.0,0.0,35155.949334851,0.0,35155.949334851,459376
2019/05/11 00:00:00+00,2019,5,11,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33537.4920719714,0.0,33537.4920719714,459378
2019/03/25 00:00:00+00,2019,3,25,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,13022.1182763738,0.0,13022.1182763738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459381
2019/01/30 00:00:00+00,2019,1,30,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459382
2019/01/31 00:00:00+00,2019,1,31,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,2841.65612648665,0.0,2841.65612648665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459383
2019/02/01 00:00:00+00,2019,2,1,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55333.573250553,0.0,55333.573250553,459384
2019/02/02 00:00:00+00,2019,2,2,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,184.239005818262,0.0,184.239005818262,0.0,0.0,0.0,0.0,17896.1252620524,0.0,17896.1252620524,459385
2019/02/03 00:00:00+00,2019,2,3,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.19381362541,0.0,678.19381362541,459386
2019/02/04 00:00:00+00,2019,2,4,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12564.555862449,0.0,12564.555862449,459387
2019/02/05 00:00:00+00,2019,2,5,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,15158.1649376529,0.0,15158.1649376529,0.0,0.0,0.0,0.0,16894.706465379,0.0,16894.706465379,459388
2019/02/06 00:00:00+00,2019,2,6,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17072.4698737684,0.0,17072.4698737684,459389
2019/02/07 00:00:00+00,2019,2,7,port1199,Sikka,India,IND,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66825.197024723,0.0,66825.197024723,459390
2019/02/08 00:00:00+00,2019,2,8,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34995.0406267823,0.0,34995.0406267823,459391
2019/02/09 00:00:00+00,2019,2,9,port1199,Sikka,India,IND,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60189.6782420147,0.0,60189.6782420147,459392
2019/02/10 00:00:00+00,2019,2,10,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35105.3720618605,0.0,35105.3720618605,459393
2019/02/11 00:00:00+00,2019,2,11,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459394
2019/02/12 00:00:00+00,2019,2,12,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459395
2019/02/13 00:00:00+00,2019,2,13,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,1277.65299122219,0.0,1277.65299122219,0.0,0.0,0.0,0.0,10846.8450784455,0.0,10846.8450784455,459396
2019/02/14 00:00:00+00,2019,2,14,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459397
2019/02/15 00:00:00+00,2019,2,15,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459398
2019/02/16 00:00:00+00,2019,2,16,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10433.0171691753,0.0,10433.0171691753,459399
2019/02/17 00:00:00+00,2019,2,17,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21897.7468165228,0.0,21897.7468165228,459400
2019/02/18 00:00:00+00,2019,2,18,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459401
2019/02/19 00:00:00+00,2019,2,19,port1199,Sikka,India,IND,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50161.5135406367,0.0,50161.5135406367,459402
2019/02/20 00:00:00+00,2019,2,20,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459403
2019/02/21 00:00:00+00,2019,2,21,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459404
2019/02/22 00:00:00+00,2019,2,22,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459405
2019/02/23 00:00:00+00,2019,2,23,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34360.0987385803,0.0,34360.0987385803,459406
2019/02/24 00:00:00+00,2019,2,24,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,4.85740753831965,0.0,4.85740753831965,0.0,0.0,0.0,0.0,11542.3976785389,0.0,11542.3976785389,459407
2019/02/25 00:00:00+00,2019,2,25,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3657.9929030385,0.0,3657.9929030385,459408
2019/02/26 00:00:00+00,2019,2,26,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459409
2019/02/27 00:00:00+00,2019,2,27,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23821.3793790858,0.0,23821.3793790858,459410
2019/02/28 00:00:00+00,2019,2,28,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24979.2311020425,0.0,24979.2311020425,459411
2019/03/01 00:00:00+00,2019,3,1,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16740.6059899083,0.0,16740.6059899083,459412
2019/03/02 00:00:00+00,2019,3,2,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459413
2019/03/03 00:00:00+00,2019,3,3,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,8617.21500470321,0.0,8617.21500470321,0.0,0.0,0.0,0.0,34694.4029258371,0.0,34694.4029258371,459414
2019/03/04 00:00:00+00,2019,3,4,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47326.5434188544,0.0,47326.5434188544,459415
2019/03/05 00:00:00+00,2019,3,5,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.50411227788,0.0,1272.50411227788,459416
2019/03/06 00:00:00+00,2019,3,6,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3016.88581315005,0.0,3016.88581315005,459417
2019/03/07 00:00:00+00,2019,3,7,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,27444.2406285574,0.0,27444.2406285574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459418
2019/03/08 00:00:00+00,2019,3,8,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35011.9934353485,0.0,35011.9934353485,459419
2019/03/09 00:00:00+00,2019,3,9,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.918152992635,0.0,850.918152992635,459420
2019/05/12 00:00:00+00,2019,5,12,port1199,Sikka,India,IND,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,52800.6073358105,0.0,52800.6073358105,0.0,0.0,0.0,0.0,79127.3198098047,0.0,79127.3198098047,459421
2019/03/26 00:00:00+00,2019,3,26,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16961.7159761383,0.0,16961.7159761383,459424
2019/03/27 00:00:00+00,2019,3,27,port1199,Sikka,India,IND,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48197.5560071334,0.0,48197.5560071334,459425
2019/03/28 00:00:00+00,2019,3,28,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459426
2019/03/29 00:00:00+00,2019,3,29,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43814.2240827878,0.0,43814.2240827878,459427
2019/05/13 00:00:00+00,2019,5,13,port1199,Sikka,India,IND,0,0,1,0,2,1,3,0.0,0.0,0.0,0.0,19835.9764118843,0.0,19835.9764118843,0.0,0.0,0.0,0.0,14561.8216657358,0.0,14561.8216657358,459429
2019/03/30 00:00:00+00,2019,3,30,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32678.9329149866,0.0,32678.9329149866,459430
2019/05/14 00:00:00+00,2019,5,14,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459433
2019/03/31 00:00:00+00,2019,3,31,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,945.190970485999,0.0,945.190970485999,0.0,0.0,0.0,0.0,15411.6146109732,0.0,15411.6146109732,459434
2019/05/15 00:00:00+00,2019,5,15,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459438
2019/04/01 00:00:00+00,2019,4,1,port1199,Sikka,India,IND,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,7494.13554547759,0.0,7494.13554547759,0.0,0.0,0.0,0.0,32721.6934583659,0.0,32721.6934583659,459439
2019/05/16 00:00:00+00,2019,5,16,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459443
2019/04/02 00:00:00+00,2019,4,2,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459444
2019/05/17 00:00:00+00,2019,5,17,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23481.0438521035,0.0,23481.0438521035,459448
2019/04/03 00:00:00+00,2019,4,3,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16215.2787081267,0.0,16215.2787081267,459449
2019/05/18 00:00:00+00,2019,5,18,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459452
2019/04/04 00:00:00+00,2019,4,4,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34376.6789104538,0.0,34376.6789104538,459453
2019/04/05 00:00:00+00,2019,4,5,port1199,Sikka,India,IND,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,4530.4552738408,0.0,4530.4552738408,0.0,0.0,0.0,0.0,48043.5276739565,0.0,48043.5276739565,459455
2019/05/19 00:00:00+00,2019,5,19,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459458
2019/04/06 00:00:00+00,2019,4,6,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459460
2019/05/20 00:00:00+00,2019,5,20,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36108.0176168053,0.0,36108.0176168053,459463
2019/04/07 00:00:00+00,2019,4,7,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459465
2019/05/21 00:00:00+00,2019,5,21,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459468
2019/04/08 00:00:00+00,2019,4,8,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,11038.3463427941,0.0,11038.3463427941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459470
2019/05/22 00:00:00+00,2019,5,22,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14071.62676915,0.0,14071.62676915,459473
2019/04/09 00:00:00+00,2019,4,9,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459475
2019/05/23 00:00:00+00,2019,5,23,port1199,Sikka,India,IND,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,13460.5816268544,0.0,13460.5816268544,0.0,0.0,0.0,0.0,40154.678364586,0.0,40154.678364586,459478
2019/04/10 00:00:00+00,2019,4,10,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27121.8056365242,0.0,27121.8056365242,459480
2019/04/11 00:00:00+00,2019,4,11,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459484
2019/05/24 00:00:00+00,2019,5,24,port1199,Sikka,India,IND,0,0,1,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13905.8511727841,0.0,13905.8511727841,459487
2019/04/12 00:00:00+00,2019,4,12,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10744.7362416126,0.0,10744.7362416126,459488
2019/05/25 00:00:00+00,2019,5,25,port1199,Sikka,India,IND,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,2644.96147437544,0.0,2644.96147437544,0.0,0.0,0.0,0.0,72957.9492953343,0.0,72957.9492953343,459492
2019/04/13 00:00:00+00,2019,4,13,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16677.7425700705,0.0,16677.7425700705,459493
2019/05/26 00:00:00+00,2019,5,26,port1199,Sikka,India,IND,0,0,1,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26345.2271941777,0.0,26345.2271941777,459497
2019/04/14 00:00:00+00,2019,4,14,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459498
2019/05/27 00:00:00+00,2019,5,27,port1199,Sikka,India,IND,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42032.3351801747,0.0,42032.3351801747,459502
2019/04/15 00:00:00+00,2019,4,15,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459503
2019/05/28 00:00:00+00,2019,5,28,port1199,Sikka,India,IND,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,2635.54797219389,0.0,2635.54797219389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459507
2019/04/16 00:00:00+00,2019,4,16,port1199,Sikka,India,IND,0,0,1,0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25806.0053370148,0.0,25806.0053370148,459508
2019/01/01 00:00:00+00,2019,1,1,port1199,Sikka,India,IND,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459511
